Date,Sigma_dlog_SOLVPN_dlog_SOLVPN,Sigma_dlog_SOLVPN_dlog_COPPER,Sigma_dlog_SOLVPN_dlog_DXY,Sigma_dlog_SOLVPN_d_UST10Y,Sigma_dlog_SOLVPN_dlog_VIX,Sigma_dlog_COPPER_dlog_SOLVPN,Sigma_dlog_COPPER_dlog_COPPER,Sigma_dlog_COPPER_dlog_DXY,Sigma_dlog_COPPER_d_UST10Y,Sigma_dlog_COPPER_dlog_VIX,Sigma_dlog_DXY_dlog_SOLVPN,Sigma_dlog_DXY_dlog_COPPER,Sigma_dlog_DXY_dlog_DXY,Sigma_dlog_DXY_d_UST10Y,Sigma_dlog_DXY_dlog_VIX,Sigma_d_UST10Y_dlog_SOLVPN,Sigma_d_UST10Y_dlog_COPPER,Sigma_d_UST10Y_dlog_DXY,Sigma_d_UST10Y_d_UST10Y,Sigma_d_UST10Y_dlog_VIX,Sigma_dlog_VIX_dlog_SOLVPN,Sigma_dlog_VIX_dlog_COPPER,Sigma_dlog_VIX_dlog_DXY,Sigma_dlog_VIX_d_UST10Y,Sigma_dlog_VIX_dlog_VIX
2021-06-03,0.00012968205471171213,2.7681548762976837e-05,-1.1332876623488873e-05,-0.00011689517284615784,-0.00038886887728842946,2.7681548762976837e-05,0.00021435124964177404,-2.6475271456564055e-05,1.2214841568758586e-05,-0.0003197673193076522,-1.1332876623488873e-05,-2.6475271456564055e-05,2.3348883565836504e-05,2.1119557921581438e-05,7.112438295465348e-05,-0.00011689517284615784,1.2214841568758586e-05,2.1119557921581438e-05,0.001582677197118613,0.00040236860836093027,-0.00038886887728842946,-0.0003197673193076522,7.112438295465348e-05,0.00040236860836093027,0.006793492519406443
2021-06-04,0.00012938882322544121,2.7280043855665027e-05,-1.1193228569813114e-05,-0.00011540701534458604,-0.00038478475615977184,2.7280043855665027e-05,0.0002175396367834253,-2.7124890723438942e-05,1.0030002462332219e-06,-0.00032335926269471814,-1.1193228569813114e-05,-2.7124890723438942e-05,2.430839922942738e-05,2.3249160912046322e-05,7.184628293828489e-05,-0.00011540701534458604,1.0030002462332219e-06,2.3249160912046322e-05,0.0015962401153625928,0.00041572638748192984,-0.00038478475615977184,-0.00032335926269471814,7.184628293828489e-05,0.00041572638748192984,0.006737199321204442
2021-06-07,0.00013196632956552032,2.752093134875757e-05,-1.1673958327225548e-05,-0.00011551458628852801,-0.00038392376456908804,2.752093134875757e-05,0.00021645613837126195,-2.6959668115071948e-05,7.672646538651138e-07,-0.00032066001386037136,-1.1673958327225548e-05,-2.6959668115071948e-05,2.5187641963222355e-05,2.3277074751084965e-05,7.174431363412323e-05,-0.00011551458628852801,7.672646538651138e-07,2.3277074751084965e-05,0.0015818320574796391,0.0004128814964454491,-0.00038392376456908804,-0.00032066001386037136,7.174431363412323e-05,0.0004128814964454491,0.006673934288170195
2021-06-08,0.00013170127582155797,2.70106346348856e-05,-1.1585947496135131e-05,-0.00011410396521659804,-0.00038128143774456127,2.70106346348856e-05,0.00021630359931892353,-2.656639769082399e-05,-3.401973316298589e-07,-0.00031230085991539215,-1.1585947496135131e-05,-2.656639769082399e-05,2.5950879038873298e-05,2.2909904731986432e-05,7.165653606541731e-05,-0.00011410396521659804,-3.401973316298589e-07,2.2909904731986432e-05,0.0015682089047905547,0.0004031532756487579,-0.00038128143774456127,-0.00031230085991539215,7.165653606541731e-05,0.0004031532756487579,0.006634428369101922
2021-06-09,0.00013143041037041404,2.6613940718765117e-05,-1.145375622257566e-05,-0.00011157723874562535,-0.0003785737793109625,2.6613940718765117e-05,0.00021548780813453338,-2.634553378624339e-05,-4.137899647779083e-06,-0.0003061462766908102,-1.145375622257566e-05,-2.634553378624339e-05,2.6697150166368732e-05,2.3171208255930017e-05,7.054884963097224e-05,-0.00011157723874562535,-4.137899647779083e-06,2.3171208255930017e-05,0.0015951354833260811,0.0003659367073768314,-0.0003785737793109625,-0.0003061462766908102,7.054884963097224e-05,0.0003659367073768314,0.0065955508445291276
2021-06-10,0.00013168141956192928,2.6491512316616692e-05,-1.1484091068994623e-05,-0.00011503549171259439,-0.0003822362835969039,2.6491512316616692e-05,0.00021436946351727608,-2.6118907158451727e-05,-5.25930558191977e-06,-0.0003049782672780117,-1.1484091068994623e-05,-2.6118907158451727e-05,2.746730500679537e-05,2.4111678175636305e-05,7.175211647313786e-05,-0.00011503549171259439,-5.25930558191977e-06,2.4111678175636305e-05,0.0016171931783769318,0.0004225420614825924,-0.0003822362835969039,-0.0003049782672780117,7.175211647313786e-05,0.0004225420614825924,0.006628729079863236
2021-06-11,0.0001337851138069717,2.45508120033879e-05,-1.2237074891088787e-05,-0.00011749922389679095,-0.0003782858980416925,2.45508120033879e-05,0.00021438596149125016,-2.5256898932370856e-05,-2.704579693902343e-06,-0.0003020171182878471,-1.2237074891088787e-05,-2.5256898932370856e-05,2.850377310136475e-05,2.5166319805739178e-05,7.098869533125688e-05,-0.00011749922389679095,-2.704579693902343e-06,2.5166319805739178e-05,0.0016074174787882357,0.00041812548877322414,-0.0003782858980416925,-0.0003020171182878471,7.098869533125688e-05,0.00041812548877322414,0.006563448560293477
2021-06-14,0.00013390955969283142,2.3961564194012662e-05,-1.2139762143451385e-05,-0.0001137114229413536,-0.0003705919587389185,2.3961564194012662e-05,0.0002134976885833949,-2.4985698134648184e-05,-4.620280680997719e-06,-0.00030190502019522775,-1.2139762143451385e-05,-2.4985698134648184e-05,2.9220093595464656e-05,2.4773033882992432e-05,7.00668151125209e-05,-0.0001137114229413536,-4.620280680997719e-06,2.4773033882992432e-05,0.0016071103672421461,0.0004360488640866724,-0.0003705919587389185,-0.00030190502019522775,7.00668151125209e-05,0.0004360488640866724,0.006531902216071836
2021-06-15,0.00013596986305415155,2.9945592152099424e-05,-1.2090887125964153e-05,-0.0001157233849715916,-0.0003736447108548781,2.9945592152099424e-05,0.0002285058126716611,-2.4923952779491315e-05,-1.2742260260865022e-05,-0.0003164168452762821,-1.2090887125964153e-05,-2.4923952779491315e-05,2.993008467850094e-05,2.4620485385262082e-05,6.957042998380288e-05,-0.0001157233849715916,-1.2742260260865022e-05,2.4620485385262082e-05,0.001596172249147221,0.00044055875214353134,-0.0003736447108548781,-0.0003164168452762821,6.957042998380288e-05,0.00044055875214353134,0.006486621146326916
2021-06-16,0.0001395502370984279,2.5997775133673185e-05,-1.3370625793639516e-05,-0.00013915471465655318,-0.00039669788602761803,2.5997775133673185e-05,0.0002305990015449258,-2.3377765602941978e-05,1.0153259793866823e-05,-0.0002884464806443186,-1.3370625793639516e-05,-2.3377765602941978e-05,3.112869686282909e-05,3.311521346417201e-05,7.839810802081987e-05,-0.00013915471465655318,1.0153259793866823e-05,3.311521346417201e-05,0.0017346588273845732,0.00060333747412571,-0.00039669788602761803,-0.0002884464806443186,7.839810802081987e-05,0.00060333747412571,0.00660490483949892
2021-06-17,0.000139355923987646,2.4051731959150196e-05,-1.2848652931386885e-05,-0.00014080606537716225,-0.0003943063400681188,2.4051731959150196e-05,0.0002434230729870529,-2.6397853962707624e-05,3.555271504671535e-05,-0.00027235910958990834,-1.2848652931386885e-05,-2.6397853962707624e-05,3.256670911561848e-05,2.6911702034703008e-05,7.457376592880918e-05,-0.00014080606537716225,3.555271504671535e-05,2.6911702034703008e-05,0.0017643347127792558,0.0006211318196555464,-0.0003943063400681188,-0.00027235910958990834,7.457376592880918e-05,0.0006211318196555464,0.00655219237816804
2021-06-18,0.00013954341763073176,2.478328076619329e-05,-1.2914495875426377e-05,-0.00013265945556026896,-0.00040753559108620867,2.478328076619329e-05,0.00024361504975439527,-2.6458976810566166e-05,4.6470370727281685e-05,-0.00029836375589179333,-1.2914495875426377e-05,-2.6458976810566166e-05,3.3306034291639884e-05,2.438891973115618e-05,7.957120056090605e-05,-0.00013265945556026896,4.6470370727281685e-05,2.438891973115618e-05,0.0018258392350713937,0.0004157708399590913,-0.00040753559108620867,-0.00029836375589179333,7.957120056090605e-05,0.0004157708399590913,0.006995177414843681
2021-06-21,0.00013916713981581766,2.49487284180609e-05,-1.2875351694677854e-05,-0.00013068125170945726,-0.0004057223766989503,2.49487284180609e-05,0.0002510950360284915,-2.8136069083674585e-05,6.006352401225321e-05,-0.0003441836916840492,-1.2875351694677854e-05,-2.8136069083674585e-05,3.4395817299575286e-05,2.1083627466698135e-05,8.940352448050373e-05,-0.00013068125170945726,6.006352401225321e-05,2.1083627466698135e-05,0.0018307455255060516,0.0003346657189689347,-0.0004057223766989503,-0.0003441836916840492,8.940352448050373e-05,0.0003346657189689347,0.007193358013475711
2021-06-22,0.00013927130085520327,2.3995041631404555e-05,-1.2500192784366869e-05,-0.0001295462280079321,-0.00039320151285239426,2.3995041631404555e-05,0.0002505842157559911,-2.8204662414147883e-05,5.970686957954651e-05,-0.00035276222834883437,-1.2500192784366869e-05,-2.8204662414147883e-05,3.517431101411584e-05,2.078742023307242e-05,9.271552015499381e-05,-0.0001295462280079321,5.970686957954651e-05,2.078742023307242e-05,0.0018134975891426974,0.00032838670279144435,-0.00039320151285239426,-0.00035276222834883437,9.271552015499381e-05,0.00032838670279144435,0.007266895020524187
2021-06-23,0.00013937433552047162,2.2264391720854886e-05,-1.2366067854211302e-05,-0.00012910536320840353,-0.0003872937674426922,2.2264391720854886e-05,0.00025356086559882613,-2.7950048404722378e-05,6.16795517858875e-05,-0.00035517557217861373,-1.2366067854211302e-05,-2.7950048404722378e-05,3.5822735790130433e-05,2.0563819290703313e-05,9.18247233528368e-05,-0.00012910536320840353,6.16795517858875e-05,2.0563819290703313e-05,0.0017978358160363392,0.000321696961747963,-0.0003872937674426922,-0.00035517557217861373,9.18247233528368e-05,0.000321696961747963,0.007203100056118783
2021-06-24,0.00013924337794466444,2.1964912598725296e-05,-1.222768939250707e-05,-0.0001283679241054388,-0.0003825345257773978,2.1964912598725296e-05,0.0002520477225752203,-2.7674851212458436e-05,6.12246260841567e-05,-0.0003518829604216067,-1.222768939250707e-05,-2.7674851212458436e-05,3.6465332727751144e-05,2.0327174935234298e-05,9.095611514461342e-05,-0.0001283679241054388,6.12246260841567e-05,2.0327174935234298e-05,0.0017820237654575907,0.00031661280294054475,-0.0003825345257773978,-0.0003518829604216067,9.095611514461342e-05,0.00031661280294054475,0.007135058314588387
2021-06-25,0.00013918282646587543,2.1694831868751894e-05,-1.2137156408913278e-05,-0.00012508789762503603,-0.00037936285207764797,2.1694831868751894e-05,0.0002505349087490395,-2.739327901340741e-05,6.0309022298089605e-05,-0.0003482648013108578,-1.2137156408913278e-05,-2.739327901340741e-05,3.710371564507337e-05,1.9932956372417077e-05,9.010907643345081e-05,-0.00012508789762503603,6.0309022298089605e-05,1.9932956372417077e-05,0.0017772120087981042,0.00030951469237481177,-0.00037936285207764797,-0.0003482648013108578,9.010907643345081e-05,0.00030951469237481177,0.007065995195416699
2021-06-28,0.00013908292438899464,2.1646502170151405e-05,-1.2050934836824802e-05,-0.00012510417891025972,-0.0003744559645155532,2.1646502170151405e-05,0.00024912695496293155,-2.713964910597233e-05,5.8974011392194935e-05,-0.0003441391270424642,-1.2050934836824802e-05,-2.713964910597233e-05,3.773691079798497e-05,1.9886201928429123e-05,8.907394135231537e-05,-0.00012510417891025972,5.8974011392194935e-05,1.9886201928429123e-05,0.00176594023501506,0.0003015872361998014,-0.0003744559645155532,-0.0003441391270424642,8.907394135231537e-05,0.0003015872361998014,0.007000580651188746
2021-06-29,0.00013873184494042889,2.145466628405038e-05,-1.1952129498289638e-05,-0.00012363572007160833,-0.0003711893570954574,2.145466628405038e-05,0.0002476509457263549,-2.6881700508087743e-05,5.85189837705392e-05,-0.0003409938769235987,-1.1952129498289638e-05,-2.6881700508087743e-05,3.8371392418769696e-05,1.9568626800239495e-05,8.844417132763647e-05,-0.00012363572007160833,5.85189837705392e-05,1.9568626800239495e-05,0.0017504700255412237,0.0002959571374814104,-0.0003711893570954574,-0.0003409938769235987,8.844417132763647e-05,0.0002959571374814104,0.006937321750480434
2021-06-30,0.00013874479908117194,2.0521571591037298e-05,-1.2042442867420026e-05,-0.00012207554254512748,-0.0003676065590569374,2.0521571591037298e-05,0.0002474643354137588,-2.6236199492480387e-05,5.735248893485115e-05,-0.0003373521927318226,-1.2042442867420026e-05,-2.6236199492480387e-05,3.90976799969265e-05,1.9203184393639425e-05,8.762740528927194e-05,-0.00012207554254512748,5.735248893485115e-05,1.9203184393639425e-05,0.0017342272957678265,0.00029289312788525226,-0.0003676065590569374,-0.0003373521927318226,8.762740528927194e-05,0.00029289312788525226,0.006868990168743116
2021-07-01,0.00013873866407348128,2.0918028639684813e-05,-1.1993401792605353e-05,-0.00011978270534029833,-0.0003634856339460492,2.0918028639684813e-05,0.00024693906995031795,-2.608647310599601e-05,5.847059909750301e-05,-0.000333276728124139,-1.1993401792605353e-05,-2.608647310599601e-05,3.972006645347823e-05,1.881045444496689e-05,8.666785171020947e-05,-0.00011978270534029833,5.847059909750301e-05,1.881045444496689e-05,0.0017208992378842495,0.00029121494286269794,-0.0003634856339460492,-0.000333276728124139,8.666785171020947e-05,0.00029121494286269794,0.0068018192632650415
2021-07-02,0.00013849058417905077,2.1051395832318893e-05,-1.1992313964669592e-05,-0.00011953597481113471,-0.0003603524738844464,2.1051395832318893e-05,0.00024631198429707666,-2.6117844493097014e-05,5.554720007595794e-05,-0.0003311776038629129,-1.1992313964669592e-05,-2.6117844493097014e-05,4.042425654890244e-05,1.9433754956033634e-05,8.622918326970085e-05,-0.00011953597481113471,5.554720007595794e-05,1.9433754956033634e-05,0.0017111837185238938,0.00029172805171303413,-0.0003603524738844464,-0.0003311776038629129,8.622918326970085e-05,0.00029172805171303413,0.006736607868665463
2021-07-06,0.00013919303255746686,2.026276903324579e-05,-1.1797028200919694e-05,-0.0001267131272973219,-0.0003478838887146012,2.026276903324579e-05,0.0002451562292947706,-2.5896734040635317e-05,5.944313566808379e-05,-0.00033257910816471563,-1.1797028200919694e-05,-2.5896734040635317e-05,4.102523723541922e-05,1.8659133189437742e-05,8.598131331029802e-05,-0.0001267131272973219,5.944313566808379e-05,1.8659133189437742e-05,0.00175953933804302,0.00022055074558783116,-0.0003478838887146012,-0.00033257910816471563,8.598131331029802e-05,0.00022055074558783116,0.006742517498285124
2021-07-07,0.0001388534188780503,1.951387643449995e-05,-1.1679220260950954e-05,-0.00012459420955553184,-0.0003442240645802529,1.951387643449995e-05,0.0002494084988044591,-2.5636071603804127e-05,4.995476535419635e-05,-0.00033114307678189096,-1.1679220260950954e-05,-2.5636071603804127e-05,4.1614985366823196e-05,1.8469898707350525e-05,8.512093856790849e-05,-0.00012459420955553184,4.995476535419635e-05,1.8469898707350525e-05,0.0017568121919937887,0.00022129192519894326,-0.0003442240645802529,-0.00033114307678189096,8.512093856790849e-05,0.00022129192519894326,0.006676718427269372
2021-07-08,0.0001386708554626873,1.9894832572237935e-05,-1.1425256947396472e-05,-0.00012179177862645518,-0.00034799372251008664,1.9894832572237935e-05,0.00024952573629046876,-2.4996046854188527e-05,5.380867653009249e-05,-0.0003480031389634209,-1.1425256947396472e-05,-2.4996046854188527e-05,4.229018786070252e-05,1.9321780293942998e-05,7.946679465308078e-05,-0.00012179177862645518,5.380867653009249e-05,1.9321780293942998e-05,0.0017520062120937071,0.00016457981941085515,-0.00034799372251008664,-0.0003480031389634209,7.946679465308078e-05,0.00016457981941085515,0.006863469987293624
2021-07-09,0.00013828469429480982,1.9768510385094652e-05,-1.1322844167353104e-05,-0.00012039539076738976,-0.00034485648378148324,1.9768510385094652e-05,0.000257666364361271,-2.631696509053868e-05,7.694962886146099e-05,-0.00038999163330239573,-1.1322844167353104e-05,-2.631696509053868e-05,4.312337660526244e-05,1.5268315446227906e-05,8.608457876415296e-05,-0.00012039539076738976,7.694962886146099e-05,1.5268315446227906e-05,0.0017936745641459239,5.120054266899829e-05,-0.00034485648378148324,-0.00038999163330239573,8.608457876415296e-05,5.120054266899829e-05,0.00701038607739805
2021-07-12,0.00013803165753433505,1.9540731495745293e-05,-1.1195500100685063e-05,-0.00011748679421689667,-0.0003429410274250913,1.9540731495745293e-05,0.0002560966773346568,-2.6057067853111704e-05,7.578494670169957e-05,-0.00038573629771868843,-1.1195500100685063e-05,-2.6057067853111704e-05,4.3693677779421654e-05,1.5300995996193295e-05,8.505702198368067e-05,-0.00011748679421689667,7.578494670169957e-05,1.5300995996193295e-05,0.0017991228616832979,3.055604806690542e-05,-0.0003429410274250913,-0.00038573629771868843,8.505702198368067e-05,3.055604806690542e-05,0.006959388820983045
2021-07-13,0.00013837292435648518,1.91566927903078e-05,-1.1469495848308706e-05,-0.00012175397051962243,-0.00034557471888152334,1.91566927903078e-05,0.0002545850212876907,-2.569560457280528e-05,7.644971917489657e-05,-0.0003802939602062594,-1.1469495848308706e-05,-2.569560457280528e-05,4.446317310758478e-05,1.8058752910432285e-05,8.744940144936661e-05,-0.00012175397051962243,7.644971917489657e-05,1.8058752910432285e-05,0.0018231744919602064,7.597724348761829e-05,-0.00034557471888152334,-0.0003802939602062594,8.744940144936661e-05,7.597724348761829e-05,0.00694174012181762
2021-07-14,0.00013802203065643368,1.9012412531172322e-05,-1.1440298617203943e-05,-0.00012176060703588137,-0.0003422418213773454,1.9012412531172322e-05,0.0002531072688982053,-2.5561774331688248e-05,7.392227825500167e-05,-0.0003766679371928711,-1.1440298617203943e-05,-2.5561774331688248e-05,4.524116176297781e-05,2.106569552842115e-05,8.68947854609931e-05,-0.00012176060703588137,7.392227825500167e-05,2.106569552842115e-05,0.0018515825404116766,7.979755856325059e-05,-0.0003422418213773454,-0.0003766679371928711,8.68947854609931e-05,7.979755856325059e-05,0.006873782345853076
2021-07-15,0.00013797942600307834,1.855975876414493e-05,-1.1396659631924431e-05,-0.00011783025836848641,-0.0003399155714912444,1.855975876414493e-05,0.00025178033903294685,-2.525113056210717e-05,7.107362916091198e-05,-0.0003720488782716276,-1.1396659631924431e-05,-2.525113056210717e-05,4.580358222962707e-05,2.0286449653360077e-05,8.625559370856768e-05,-0.00011783025836848641,7.107362916091198e-05,2.0286449653360077e-05,0.001855863608391584,7.019186779102947e-05,-0.0003399155714912444,-0.0003720488782716276,8.625559370856768e-05,7.019186779102947e-05,0.006809603554658516
2021-07-16,0.00013760602580824941,1.837032429763621e-05,-1.1287664069166037e-05,-0.00011654293456240463,-0.0003372040288099953,1.837032429763621e-05,0.0002502648380338157,-2.4995636294471174e-05,7.029747263802709e-05,-0.00036791577437873834,-1.1287664069166037e-05,-2.4995636294471174e-05,4.634941111215987e-05,1.9998827160423618e-05,8.592761903696823e-05,-0.00011654293456240463,7.029747263802709e-05,1.9998827160423618e-05,0.001840163825252964,5.776588764373252e-05,-0.0003372040288099953,-0.00036791577437873834,8.592761903696823e-05,5.776588764373252e-05,0.006816452915215368
2021-07-19,0.0001377617084042988,1.9772053366249184e-05,-1.1314525666252328e-05,-0.00010829954246517646,-0.0003498842917860348,1.9772053366249184e-05,0.0002534892783112749,-2.5162320259866025e-05,9.069798949488516e-05,-0.00041209779628718647,-1.1314525666252328e-05,-2.5162320259866025e-05,4.692263921544239e-05,1.7938800649881694e-05,8.928677390397543e-05,-0.00010829954246517646,9.069798949488516e-05,1.7938800649881694e-05,0.0019169760656145356,-0.0001564819761036795,-0.0003498842917860348,-0.00041209779628718647,8.928677390397543e-05,-0.0001564819761036795,0.007233876825910874
2021-07-20,0.00013761154379853422,2.0207580157535665e-05,-1.1190141465442792e-05,-0.00010628720885311576,-0.00035182766044234136,2.0207580157535665e-05,0.0002537174007196878,-2.487940686702536e-05,9.237836730034012e-05,-0.00042312840492047756,-1.1190141465442792e-05,-2.487940686702536e-05,4.745396816507406e-05,1.7805333356408432e-05,8.812499411622449e-05,-0.00010628720885311576,9.237836730034012e-05,1.7805333356408432e-05,0.0019026034474345398,-0.00017715325189153778,-0.00035182766044234136,-0.00042312840492047756,8.812499411622449e-05,-0.00017715325189153778,0.007292752804231665
2021-07-21,0.00013767941929335251,1.96783453778914e-05,-1.0863219648400414e-05,-0.0001108765692082391,-0.0003396093786317829,1.96783453778914e-05,0.00025242129694393734,-2.478905264455872e-05,9.561948532565973e-05,-0.00042530780316710264,-1.0863219648400414e-05,-2.478905264455872e-05,4.8083560730339094e-05,1.4889959945719488e-05,9.145707035356716e-05,-0.0001108765692082391,9.561948532565973e-05,1.4889959945719488e-05,0.0019565332328580513,-0.0002861372507425093,-0.0003396093786317829,-0.00042530780316710264,9.145707035356716e-05,-0.0002861372507425093,0.007391301934595008
