t,dlog_SOLVPN_to_dlog_COPPER,dlog_SOLVPN_to_dlog_GOLD,dlog_SOLVPN_to_dlog_SILVER,dlog_SOLVPN_to_dlog_DXY,dlog_SOLVPN_to_dlog_OIL,dlog_SOLVPN_to_dlog_GAS,dlog_SOLVPN_to_d_UST10Y,dlog_SOLVPN_to_d_VIX
41,6.340177777804278,12.85209182776605,10.483615142878214,10.967757421860643,7.641202556023609,4.476022045468515,19.583412714923348,16.256786952492313
42,6.178990110235302,12.656113553313958,9.400270648214553,9.290618428509886,7.702689344730834,3.7580486889970435,18.82457681911386,16.32266703192603
43,3.568368107875233,9.073754540525051,8.528202248377074,9.672702313377053,6.482084718783071,14.354837866138684,18.605314476168374,18.308383362222962
44,5.3599024414752705,11.495292388429771,9.046745805883791,4.372631960913818,14.990491287138003,7.795944979254512,17.9770883836322,20.31677387913336
45,5.832371643609009,12.145008473170211,10.646791778406588,5.004191426967696,14.20787379823488,8.507028941822545,13.376869603001781,19.704468694218527
46,11.164849990898407,9.745697018980522,7.999948346916421,6.185824386916517,10.821035539220182,2.3741216290121865,12.789113393016876,19.796740138702713
47,19.533043131207034,10.70679238379081,12.013515045807058,5.581377047351886,10.463585616187578,2.491451897622209,18.026372595601558,23.14337174672413
48,18.70892576556032,12.356234252666876,10.965771286897388,5.117473399151223,13.205924946911507,6.656525038002332,17.373490984292562,22.757734395040156
49,19.191578487455864,12.989325975402716,11.328846150191476,5.202042473552859,13.388657442420218,7.074204926892904,18.059341072674197,23.847063694426815
50,13.955221264360809,12.12440408302206,9.339169575511923,4.8968517564340095,10.914929975214461,6.193282448432503,16.80691191115823,23.528724668225387
51,14.9443978018971,11.63157737762056,9.521431040679156,5.210411906691923,10.356988554510425,7.1156527854438965,16.695191125012318,23.776483864519015
52,11.42271288297155,15.423862571441758,7.966511511164495,5.066357104501789,7.295868668936698,5.883356851278693,15.079999345283454,20.77911604853171
53,9.214550508057306,15.107602377263438,7.761628596912987,4.7069048365795245,7.142682477291844,5.495965589374172,13.566891898549347,20.00334370498296
54,8.334606058639768,14.531829302189466,7.41154249879177,5.108064023813522,6.310384930338743,3.973541848257864,14.92930800697243,19.70105452126237
55,8.694178772494336,13.983787988351793,7.2263836492760785,4.980454248516168,6.342843496741042,3.5628364841338342,15.145527151635502,19.714847852684475
56,15.597723467695024,15.01700114966353,10.907046323910235,15.406004530417384,8.611203108484437,6.609370270961103,15.997363811508563,23.86240804284922
57,10.542950602224611,11.168376250361948,7.824165372259423,9.871593814900907,3.009688668098849,0.9030750679774222,21.356152164261083,25.146472615397435
58,16.57905945648993,10.955399098715194,16.973676611636122,7.884744357257649,3.827582402588471,0.7399594155476258,17.066800621122592,30.41546968280498
59,10.003744177655442,9.515866483706423,17.08081022529216,9.429246578156832,2.745014806022363,3.6735646925787915,18.776605122164298,24.253395952452703
60,8.488535964777524,9.702889723003615,16.960924598689378,9.533781212048822,2.2479762000144055,4.180467693173315,16.663573803854923,17.39025184098047
61,7.906132372982946,11.213241683832544,13.023913885910776,12.49935200915029,2.5009945739223527,3.4474012474168703,15.389402149856569,17.727128181987524
62,8.973751071450694,7.59294040744852,10.9028743775643,9.459067561209757,2.125020695485702,3.062792789856814,14.596065178724501,16.957016037265717
63,6.941265123903152,9.445826561848895,12.855152932569478,8.653467208761752,2.625519480210076,2.7026960786687244,14.1446472819176,17.922567001901218
64,4.2940969588475975,9.18395174990102,13.43264571215479,9.024038929744153,1.3907788474166451,6.909666895999968,14.490023631024625,17.146104517958747
65,5.185282220215572,6.316378943845362,13.663512239975722,6.651429485681389,2.1206166308716656,3.67735946511537,6.181499523115903,12.169825035982852
66,4.430546988505567,7.212942513014959,13.327863106140391,6.2489260723097555,0.8138464500101161,0.6677233023143216,5.730868341123034,16.112374788539356
67,2.66389605297801,6.1590855498653685,14.989129980821565,3.316485690253411,0.5456510930541674,0.6090025380293935,13.883341893038988,14.916594342854536
68,3.009702263470106,8.085829616709855,16.502312910650616,5.384087217198425,1.6206565519982812,4.727329028581523,14.451334024796353,13.39472514816531
69,2.318526622712193,7.198486113496305,13.866075483259785,2.9936215069729832,3.6940420607533837,3.8192331859775432,15.901435487062054,17.45805240355586
70,1.4784483689276222,4.580265965562667,11.817765543451149,3.529076278528708,1.9679011371260873,1.5788893566996425,14.438040312985681,16.576683029436207
71,4.954028407422267,5.909878103469436,11.061175963209672,4.476891710575135,4.74828783092736,2.1876406451266326,15.145953757719512,16.825384492336433
72,5.690745829860939,6.895935013010478,11.952355976893669,4.504183260439092,4.768793559848592,1.7441061318774516,14.847495450437128,13.339758053230621
73,9.268658103165526,7.924370749176406,13.604891813586551,4.658822165394831,5.608268848084834,1.044603098824357,17.43541023682966,15.106600000000322
74,9.44561827452078,6.4036562670986505,16.68457003011639,3.223767211000693,2.22643119681202,1.687161246359846,15.801575712884173,13.521484405271952
75,6.2208387372499265,8.862711605583131,12.617314376778454,5.566012805188686,5.258599122222551,1.4607730353041657,15.098574307065633,10.929076491087605
76,9.704874709335883,10.636132320134266,11.595263699494307,17.85744137278553,21.314935707107747,3.2693931499818842,18.733708484490425,8.364094530896821
77,7.667139883130809,18.153208334975503,9.643494708594632,20.611937871076965,13.183843299464318,1.2726304880187123,26.219546983335473,11.540451755308919
78,10.606577793836815,8.669782832124357,8.320655602466285,12.046039589723865,6.584287343483962,1.2735966159061312,14.645664894980436,10.392305919300343
79,10.057600063296112,7.905794644072774,8.355186405553402,11.933146624205294,4.320416708389985,1.6507203945499438,14.434181299926447,10.185582553523922
80,14.588191417391874,7.380319169004395,7.774739935889581,15.891007077435393,2.041245352781447,1.974625858275456,12.406174227540621,11.30839032880603
81,8.388287910690877,10.246067193812443,8.38135942026628,9.860581578690892,2.084473566781339,1.3344916870015333,15.328954024823076,12.766621192239441
82,4.169154661141519,10.150574787674133,7.853042365599099,7.965681606984777,2.299147980911236,1.3230381882245905,14.93704080255969,12.568100836280971
83,4.2289007072433,10.118773789336391,7.712632818913769,7.917901463614549,2.2039405610617027,1.3329979454923429,15.313720933985747,12.299186652958149
84,4.4116687001625134,9.219348342028622,7.82620989844299,6.906836041610209,0.4602277038004642,1.9538026398357384,15.721840196161535,10.687102326357714
85,2.9207452901720545,9.95819886167713,6.628079272261061,7.669609371167143,0.6936126308390964,1.1481934099660716,15.799009726565655,11.64827692794461
86,0.8786819635034989,8.150665585087433,6.485173693008541,2.953588152723959,4.980279227343037,1.2470184531915118,19.326902782425268,10.646102012417563
87,1.0140568713340752,8.670294917288196,6.715501423119402,4.8537454161505265,5.302688531107698,0.42968055405420086,21.426903260331066,13.168078763816096
88,4.386633283316459,8.16861843938916,6.5747076411702094,6.324838457516566,4.267038855356311,0.8680096931634379,20.223907043786273,13.445361136907364
89,4.054472373711837,6.956628297064229,5.860261313968378,5.790544568073895,4.313268536419703,0.8769763720308432,18.549907578562607,12.926927152407986
90,6.860116103811145,8.868348820819216,6.234584776246848,7.7174813693100575,4.724507067816599,1.0293045059955181,18.112648871292038,11.592161398685093
91,4.30540904366957,7.243451435536446,6.337314603396835,6.396711257411343,6.070089228298841,2.287975802892728,17.84479710206609,13.311408386142848
92,6.380466713219443,7.748761065400428,7.068423901241629,7.2844025064065985,6.24707095227957,3.0288480381381895,17.08200198597795,13.344183550795213
93,6.6095387267798,7.741095380972967,6.651835871914125,7.45273238678648,6.974495088474464,2.8631391977065275,16.159124404195012,12.771916770899484
94,5.890795377549642,7.531498892632624,6.469316240493709,7.321152960685888,6.453082658074787,2.3410619217753608,16.28536770785792,11.993203077275156
95,5.387095589932974,5.837572028007153,5.356104864957406,5.6671760436484,6.1954329703868,2.286001208570442,12.523426389096674,11.70764293543491
96,5.3292470748594605,4.85786471244376,3.954650425917726,5.3424645101598704,5.871944493228931,2.0256513010812145,12.352396082825178,12.085645045283046
97,4.671006505974974,5.352190936795544,4.53358164047613,5.935145737854988,4.750757125420955,2.1008822263452416,12.42974884352977,11.965271148626638
98,11.637327487900432,5.553901083652367,4.470260364338559,7.598013415857532,9.498485589381758,1.5573147677576238,11.871150723326632,11.930425944764176
99,6.08149918368243,10.389967419539706,5.92014748091022,7.296329833378283,8.602880796409163,1.5110591714447157,13.72261772339163,11.661328724353721
100,6.403067208146462,9.068609830858241,5.023515772536903,9.676827542693012,6.3604275509049595,0.24046744728755504,13.645148746544056,12.907366790268393
101,6.073545888600414,9.678139754942595,4.806274029475255,9.627034801391728,7.033259925683826,0.3571633923249166,14.099905644139978,12.124634220142088
102,7.654324237131749,9.920858166866042,5.495881457104885,10.208106535952426,7.032229240254387,0.3521318704334286,13.53668378753011,11.837806730379079
103,7.68247948007163,11.171663856465573,5.930327602470003,9.725218135333803,6.499134929551385,0.5390690076117901,13.009985956136502,12.047562864585316
104,3.7414366393846765,9.408503981909956,5.774728135835121,8.753915538032023,6.880170460687479,0.4062139171644139,11.654252464518356,11.185849033274176
105,3.5286552071116044,9.80699478808615,5.378410961086527,9.559115785625526,7.386484883776531,0.4318789274808456,13.258670125653774,11.008374547966605
106,3.7597135449501327,9.469628390484829,5.312867902147777,7.765431517314634,7.555153410759605,0.43401091449420004,11.491891117531313,10.279904128513401
107,3.687403903032458,9.15671684877987,5.344545078152667,7.102316890140072,7.233911258737906,0.4387073225135766,11.886546034183405,10.526045198094728
108,1.616371534275806,5.362199527748836,2.189773058314405,3.2845686141921764,7.511864442712025,0.501468613380877,9.049982968855463,9.513564958056403
109,1.520972247960941,4.603270431283384,1.9439279753709509,4.282401448457822,7.044149642387719,0.23249910589740355,8.092009859302749,8.662221110819472
110,1.9686990460413132,4.542742266575184,2.773015406162117,5.453543188562458,6.577494944675359,0.40171503429241445,7.4619698384468665,8.42990562304477
111,1.2359792696511738,3.6157831603284256,1.250799142346474,2.772741277906428,6.093469869862728,0.2566940316492547,7.259704608847489,7.964208369784403
112,1.2367878099363727,3.5666203117853597,1.192104278790182,2.7262228099864965,6.553554541745843,0.2646177783072963,7.250657619062495,6.371621931528957
113,1.6082311625889423,3.647225289350495,1.2966100196188834,1.8359067035138337,5.754030824657083,0.11652454199599437,6.6822368761497914,7.553378454623207
114,2.543361990180383,3.605439560542677,2.0634782333620767,6.414483308231218,5.709064605192006,0.24540381263330638,11.060381444798653,13.599742798826734
115,1.6161968192139755,3.4121795538855664,1.444240171589785,5.609490667924036,9.636821600223545,0.13616317562495966,9.72119913745469,10.138548194315659
116,2.107973334329738,3.1184002373511177,2.2732076467652336,5.837570682818741,9.7930732525667,0.142397740194044,10.132062657975617,10.76588033714289
117,1.809113555264984,3.9182123346048585,2.592436035751849,6.008821055055404,11.690761111293808,0.2514908853563144,11.122904610615702,9.832291681588535
118,0.9832751137599458,3.4236751863817827,2.0691834099334043,4.982219513627724,7.337746145921467,0.1320944870743289,11.043289181690605,9.453707029991806
119,0.8410691865743738,3.232053495674804,1.7772621928110663,4.802564592565373,7.1571449828200855,0.2838332621145676,11.725698967565192,9.21671611629284
120,1.8944958336390247,3.1421690624037386,1.1167739374770482,7.6688949780219104,6.794493246670054,0.3738045515177054,12.765637120189366,11.249217510394487
121,1.0228331839094484,3.25238478453329,1.0685701650022685,8.023515869107673,6.7333423711266365,0.28310049919355446,14.271090556227978,11.055278683354581
122,1.2676701896187146,3.6963163515678814,1.0386898090008396,6.647379837584469,6.734490957296208,0.41257994256238795,13.836786345841933,12.00874362222558
123,2.2103234224010273,3.596996669213658,0.9825195803122111,6.4469939308406845,7.514110941679125,0.44367335310663125,14.173327355279577,11.830951431572808
124,2.1226022313173223,3.376983100854014,1.0045090443042604,6.800297837387392,6.278466678066249,0.5204969247351816,14.888607931329723,12.178667651916664
125,1.857727877866805,3.8354484558935003,1.4170320035917476,7.126637899845003,5.83598927936568,0.4798653179936632,14.670451260213447,11.59899828370634
126,2.0031474096019104,5.689666193876416,3.339880768623,6.38297537587727,5.5903527037859595,0.6992837243559871,15.134828111326454,10.895276452771094
127,2.985544538535301,6.857764536576787,5.890459398336034,9.100928749077532,5.0413825474155995,0.7362958983821414,12.035920060282477,8.860727190588285
128,0.11368261162463933,5.861804997864689,5.233452888215846,8.633736737405288,6.764614432100992,0.06712734992246247,9.834620243178776,9.010698354494155
129,0.18878355700359803,5.659608559257282,4.799862683744406,8.474208929400271,6.565268023385125,0.16046718648222788,9.508435658964615,9.520652446098806
130,0.2303606396565736,5.552852335517933,4.804932115238068,9.704054275145754,7.49440458853993,0.25108755350622997,11.451954985086052,10.457447456887966
131,0.40309453825175934,8.206227612724032,5.115909563531979,9.117691216481862,5.021070461730596,1.0146802214653587,10.222076917368913,10.112973375123518
132,3.849675799340972,8.80891222863952,5.839201447053542,7.865068289910955,6.591181223044243,1.0555659337864245,9.077284766133754,9.96564084064165
133,5.689960556095816,9.091923989834577,5.939796052308486,9.628675984295677,7.359596853169595,1.216052845847171,10.105144162136627,11.457777080788093
134,1.6193173739975426,2.1521266256168694,2.1282950703932544,7.407934639599979,6.7217179163906575,1.942410272193414,8.102125474890261,11.878183421742499
135,1.3168120852380145,2.1584561547385785,2.368900777037785,6.7398743843739,6.229578639907082,0.9714647854866171,7.995346320053348,7.094786884035291
136,1.325991366568659,2.103109787088632,2.2755637763999688,6.747784520510869,6.291823970732062,0.8948773568744706,8.3219515060235,7.286124179955096
137,1.4786272929074473,2.235247485850406,2.3705533879484535,7.043921408849814,6.060978661826785,0.8482455435662383,8.26937533883379,7.257305929451889
138,1.5430866115162687,2.257690134604528,2.330006844644671,7.149479898788767,6.137565015886081,1.1037256387853336,9.101238802111794,7.314021355336403
139,1.74162159940741,2.2616292400362012,2.306228128689834,7.000019420870599,9.783278059389527,0.7811893428559641,10.983577170627665,7.004384377045978
140,1.3104451664927401,1.1672404398239038,1.4692240881479013,5.623437417476554,8.655873034230725,1.38931953144792,10.79894209135683,6.803260706882259
141,1.1088797352235005,1.1018902943260542,1.2461526392808076,6.567424142471179,8.300692991471127,1.4008173821776957,10.759007979087896,6.964471731913329
142,0.9759437585333267,0.44193443773448954,0.9956620933036107,7.223586867319415,9.808060307086732,1.2969039332035963,10.344604026726424,6.574569957338608
143,3.1243519673515685,0.8743425427451496,1.2982447899238252,6.727175096357876,14.28656795647337,1.1737430613664555,15.99753181406001,5.07723339069126
144,3.713717359731486,0.5070307388613259,0.9621086796255335,6.360663463839446,8.169761231375979,1.2211375941545382,12.61121514768517,4.809101918469614
145,3.092011706088725,0.48444009882354155,0.9954511842706983,6.454539032831284,8.001569809467734,1.1285836516043575,12.095095488132376,4.5702112331939855
146,3.6316717018170865,1.1259609542064706,0.9962653282873171,6.377581966105462,7.534776383760833,1.091955359596549,12.011775641093305,4.7419661350810935
147,5.314891441284306,2.9306528194290133,1.7196429806781883,6.499808635140155,9.133069328769393,1.1670282864340438,14.842553146556131,5.642657133069038
148,5.604286123470178,0.8409817828632852,1.5970440567675448,6.1097230849322886,11.59267761707393,1.0256247092245572,16.099277100998535,5.602713607643682
149,3.840930061794904,0.35144125463830683,1.243386244280274,6.536647432929528,9.993185048112336,0.5669233136461587,13.2289438140166,5.585713346815939
150,3.8664802083853713,0.5150199876529197,2.342363983937761,6.615657875062382,5.6379250973743655,0.6998278214986752,8.55073355285039,5.697050171810014
151,3.3079356273966307,0.24521922294715534,1.8295643911744992,4.220473578045055,1.8063571665231266,0.48514053140336266,3.342071705218388,5.9744938208025005
152,2.9421177196212365,0.3383957081540936,1.5679322512548124,4.480364879696616,2.279543606491352,0.5060946884032258,4.256518508603514,4.53328397118938
153,2.44818176279488,0.3928133517449678,2.253129521515777,4.650610987537858,2.050572393270937,0.35749617941576833,5.048366516772342,4.631053632960292
154,0.49043868564561616,0.2886565744889357,2.316720005137003,4.3639995547413735,1.7882699078701645,0.3614184728171703,4.141006726001371,4.450858229984165
155,0.7402835201790025,0.3390683063231112,2.203756889013051,4.1674733601553875,1.8571064441314296,0.37896086634906234,4.757780109256695,4.014593187825128
156,0.15745947194482282,0.2067709675739305,1.9001511075216488,4.176688336333513,1.8848325036549083,0.41590379833099256,4.411341742549571,3.958206585199103
157,0.1309998737424473,0.15397295075147485,1.5448815966373863,1.1246489968561513,2.629350770955099,0.617578172349606,4.634969902731152,3.0926089765121874
158,0.6182562794754127,0.25540003362294056,2.5436481878099575,1.438590234417924,3.994972278438718,1.1889666378264658,6.269869742690129,4.289886967386513
159,0.6348797040485682,0.3745211405114895,2.6856612134067293,1.5664243863751877,3.757031146507592,1.19717823299091,5.925697796106234,4.642532711800855
160,1.447432952885825,0.48134523716935607,2.153762037155639,0.8556111488010674,3.2424922010032864,2.15006519988976,7.216380401405467,4.522066946388585
161,1.5579485514832858,0.46505767197672754,1.8929733283803953,0.665638921079809,3.6521598688976096,2.132274456445758,7.696331124978151,4.5660466023804736
162,1.3070041476908816,0.33134807541126765,2.6081181329933494,0.9979586382782566,3.4449833560960914,2.0527282645558658,5.785349608634961,3.904832338952243
163,1.9961292617519117,1.2281851724966393,2.716599177836962,1.8127257529429013,5.59639340491702,4.633993591450524,10.040570445830124,11.315541614160281
164,1.8578899637610402,1.6550517575168702,1.5963741977355834,2.362456358247873,2.123149125572315,4.69588066294715,8.372636019735593,10.044871695502836
165,1.789847514809461,1.8766384729204717,0.6335824323263941,2.0700996919509036,2.2852031468009844,4.664048973782138,9.679421270940795,9.825707852735354
166,2.0009225755763853,1.0924283432088,0.8669016117107217,2.2604434431542875,1.2578625676913386,4.336343189656134,8.106165312870491,9.019136331605052
167,0.8721322660556634,1.0216903745463892,0.927581590588638,2.2723971049226077,1.3691631256385612,4.8192094729067385,8.227104786604164,9.662876949923497
168,0.9854025005555597,0.8337779297426632,1.6298161619577267,1.8131203723987486,1.6264951065363777,5.148368496512766,8.580086224466829,10.530430585451722
169,1.420640677006285,0.49272533271878344,2.1976285314530286,0.8945933350225949,3.024952040809667,4.768978421763657,8.608383132668822,12.022758867956407
170,3.4559616840893126,0.6674115804981895,3.3844920874068527,5.10324089114935,5.599642871103422,5.273096122192897,9.73763216858741,17.399509322427672
171,4.155966415690348,0.8100718471197412,3.9484481295908673,5.489011372558935,8.192227200579575,5.255028677648434,11.980893597615784,18.3390714709556
172,3.4497041650477787,1.9498031897052022,3.727715328770108,4.164652938576655,6.2168171382953,4.633380610943702,7.959639433953301,17.142833365392303
173,3.0337870810126533,1.445906910869944,3.6410424731477224,4.064814861275815,6.431434268634434,4.481791386933504,7.883765019207008,14.398553475923103
174,1.929710110423917,1.38937309666553,3.174168426865049,4.2907715373053446,6.467150255607644,3.102220103113702,8.22474419935468,12.27117964195981
175,1.8016086581213404,1.3410565921181286,2.0359577530572266,3.495029745450478,3.05636590618503,4.323921519248673,9.00857497534434,12.690045986972558
176,0.8864639633614594,1.576181387933264,2.9433368375631637,4.267341738878139,3.290133156548331,6.0943817715388615,11.130887073158531,11.27202082618786
177,1.3783944251170461,1.2915652177398456,0.9437371634303205,7.6756530824798235,5.068147314759175,8.391662581643748,6.590587086633039,10.454690385623291
178,1.193288775874513,1.5068631151453922,1.0243950625429497,6.318330762385571,3.5421528003490583,7.696438948816982,6.954976152802067,10.667329701698684
179,1.0776582482845847,1.9825941504136784,0.9251533856792017,7.332819902892125,2.1414846490351067,9.700191055031295,6.342051147319119,8.884555502479362
180,1.2052788735111684,2.1267196926121548,1.026706230949304,7.052981039856308,3.622825102452904,3.5491764408081985,6.145258026940232,8.664321505762715
181,2.9665774113197134,2.2297081127266494,1.86379435329861,5.908484577726449,1.1205343188066241,1.9349666432700783,6.002693054599151,8.701680521733744
182,2.9016818889156317,2.8043068137490685,2.1836809355621356,5.634405136031476,1.3148347255321784,2.7979082661909476,6.525705004362578,7.918989626677414
183,3.4167963335173286,2.2533118536314825,2.0167020408628016,5.797186361386916,1.616980165059851,3.3864232263767025,6.816230616848045,7.759923577880072
184,4.695121920546082,3.074800498188005,2.3835918639641,4.540908426776679,1.2027855036883528,3.598239523421402,5.187351702520028,7.355727845742408
185,2.417454520285301,2.689952885463361,1.3275291087831105,4.624547045839691,1.3777985093582026,3.1832159630613326,4.094783558129854,5.607712496706718
186,2.3758487252580105,3.537947354461198,1.6824141057194182,5.003406368582976,1.1944508328701102,5.713930176986017,3.419841433117328,7.715580803509281
187,2.545734035269621,3.035915100774117,1.3474564145715402,3.8347284093978016,1.5217490270203098,5.811943208178065,4.347512591382576,7.587726602932133
188,2.1099969064499615,1.6780730601286802,1.7326864824427874,11.275046740020867,2.1307643711962965,3.5198524925185763,5.354316379319337,4.408067463360726
189,0.866365837910204,0.46954453960731113,1.5554192879416067,7.180452773140568,0.3510096649310404,1.2630814305280673,4.4128287368039985,1.391002158556317
190,2.5068967464636223,1.6033959188487328,2.237660137714463,7.5369120937596135,1.3046944057077277,3.6902717041731377,5.055530790608754,4.13302732777723
191,1.3189958753097717,1.4718633944278199,2.813375291592379,8.027545973050572,0.5015148050699877,2.7669268590258067,5.015775156855051,2.9557131566393062
192,2.2419002762711138,1.4803491009429737,2.5463506487110577,7.9457278813555,0.23331260246888375,2.9131092941584646,4.96021484433896,2.9972406863992562
193,2.280617217785924,2.1013840880504153,3.3068096791403025,9.68570087704488,0.6255628189583401,3.432840310079418,6.253476965667236,5.5714877201804525
194,2.887082468928601,1.7407477142516397,3.110693259037333,8.450218676059668,1.1876688699987508,5.555612443608466,5.723797428329618,4.404286368833696
195,5.877990355961908,4.6514515042439895,5.4296858221060385,15.582434947152512,4.334581819747168,14.43943317907402,8.155005870500311,7.994526348671324
196,6.198883604181941,2.7606578156354487,4.442882002083043,15.204812789529882,4.132149899767555,14.51619522305453,7.659140712490658,8.514064909695133
197,7.558828316949503,3.3420602677736744,4.732558933835132,12.566656979624591,4.750474935096253,14.085771710757486,7.696822323895475,8.616486671080704
198,7.743598255261934,3.3635649696577454,4.511832972285006,13.135625690970123,4.52148831748257,13.897448018668257,9.961453733722168,8.482449546037438
199,8.79803821962505,5.010562739816377,5.571719143115727,12.891983619445973,4.753257012056018,11.16157482287262,10.594776775140968,9.90469067040079
