t,TO_dlog_SOLVPN,FROM_dlog_SOLVPN,TO_dlog_COPPER,FROM_dlog_COPPER,TO_dlog_GOLD,FROM_dlog_GOLD,TO_dlog_SILVER,FROM_dlog_SILVER,TO_dlog_DXY,FROM_dlog_DXY,TO_dlog_OIL,FROM_dlog_OIL,TO_dlog_GAS,FROM_dlog_GAS,TO_d_UST10Y,FROM_d_UST10Y,TO_d_VIX,FROM_d_VIX,TO_d_PJM_LMP,FROM_d_PJM_LMP
10,93.37792126896917,80.52304555946176,81.44344728642619,78.06244143318246,106.65123374135223,83.82014397632787,103.64722080598774,84.66550689529335,113.50214339799996,84.73122923178417,72.15810704444498,79.99139921989092,45.47685245628019,92.80206342803913,59.587808935336575,78.17547297419303,109.6005699571129,79.63126537690114,41.59052965631661,84.6332664551528
11,75.19117727206842,81.03501689648903,92.4788776112043,79.3627937284473,90.43740632115652,84.65577090404378,106.02333894307195,83.94622251406561,100.85705360809669,86.47440670993463,41.889798398015664,85.88172053304282,61.13659609852675,91.7968332606554,54.660258742166846,65.01853973568221,137.8835473158279,76.10330184932165,60.167782690751814,86.45123086920442
12,38.23430342499174,92.22063469173335,96.89254584997074,76.06032257773249,45.87663737396595,80.59918927676557,56.88778418192311,92.25895888942604,159.0472682117649,78.45657340254944,26.264358836321268,95.4324697637427,76.98380670119282,87.60862580525121,25.674052272170755,77.44563986001745,63.95479816286107,85.87810043365045,232.7368268672937,56.591867181587496
13,55.317690514256256,63.256390637092444,75.87170880232767,68.18797443498504,82.31312962008786,76.37939399864803,73.19094180552285,72.04969971848247,99.34077769030937,73.72663312000154,43.99140227261192,65.8437979314749,43.382399555314194,70.56648642884629,21.438515508778544,37.445845615235164,96.53033941180617,73.19308280923326,54.60457728192804,45.332177768943836
14,100.08222534003728,74.31953729332108,79.61856540751074,78.76591993357258,95.29926453823498,81.6727462096673,99.80952261549433,77.84680408489017,93.4387115956531,79.99089778856397,44.51551826903342,75.60831116289113,39.483266157071775,91.42043875346933,58.74027102516541,63.02823696261402,131.6508411765509,75.9007199202967,35.962130666412605,80.04670468187828
15,84.49694728955507,76.79360845226086,71.88423782742363,73.70914369416172,93.63526808712366,78.01759647102804,108.79357479570409,79.00601674513662,100.87040511417543,80.687287587628,34.962174361537414,75.48017781483236,35.96663252233414,91.78413560145174,93.04692758968723,67.97986668178474,121.03296701629107,74.57781323732911,40.63272509533985,87.28621341355833
16,106.6818509443843,81.6134568907567,58.3264937866057,70.43154488431276,80.5005131980842,84.08591681051723,98.69867687263121,80.89039817798592,108.75174288338097,79.9643439751401,48.552829850364645,76.24372126620204,62.33243992790407,90.71071981396311,55.34767963829415,75.93576870890111,136.1634522816818,73.78796984449517,39.305296822508375,80.99713583356532
17,106.04134776156933,75.24979916145669,61.83286234800314,73.16518969162746,89.6806786414551,78.63835772132897,106.07036451422624,76.06814856695017,106.07932333467112,79.63220295964793,27.10447825095665,81.85329375963552,35.62352622279441,89.63412815076245,65.17210540040217,64.2223701532613,144.89299374616482,69.88011227463744,25.149406484542325,79.3034842654774
18,84.61024059733585,78.35432658577024,57.21754420138092,80.95207053281132,94.78400194577733,79.56340021901332,142.00797368932695,73.98572252490703,117.27031419513759,79.97738435735491,31.997442088632727,82.08474389548803,39.315075873892354,89.97631250847114,67.03665703582999,72.93315343652219,126.20715319701334,69.804982785708,27.990216962366603,80.80452294064746
19,89.45240859129488,73.19341198116824,65.16711043802535,73.27059213645771,99.24510637508051,79.2546254537082,111.97911792121114,75.02749134992692,102.58857772580407,78.7109448606594,27.959312860003582,73.10080050482733,46.23497885879671,90.32091519940101,56.29619709142446,68.8456827207842,129.9474210134416,69.71200272747144,31.792145778916534,79.22590971959448
20,93.78523087981965,70.10575875647378,64.95878981921217,73.48697405083145,98.09932859678345,76.87029370606908,117.22831783454521,75.75023549718252,102.46403815875675,74.93665210504838,28.689862525178995,80.9781637221728,43.77720379686305,89.12769550457209,74.53329278887921,71.51017497891377,113.14457617628482,70.24139886780317,26.156490692077757,79.82978407933408
21,72.16795664442306,72.66074402811365,61.440633736294835,76.73173719867685,97.83637796536262,77.87563191513141,120.81670000564068,73.00498368651994,113.07322738210131,75.84112262421583,35.6644385920413,73.28454382517423,37.66266897355076,88.08104608479051,74.67566174570808,70.37310191444898,120.67988982846909,70.88437331213188,26.02011397557802,81.30038425996649
22,79.96472584712481,67.80698795081648,56.654693502389186,59.84063424123991,89.92541898300811,72.2161821714029,93.27703098145086,72.21775992030797,85.76894904240194,74.84274312625504,37.47119168887168,68.06282145599684,51.154490394368146,77.83704302003468,51.19972372334885,57.4616850438696,106.50368894169611,69.01637380220944,31.348517239538452,63.96619961206529
23,88.97194116142234,68.35449145057825,59.75291910923717,60.420353285017114,88.90268092572386,73.80113262004497,96.85641520290156,74.2529708757218,89.19489481955868,76.91281514594282,37.85165910589512,70.56771078417495,55.61920930824525,81.12620353235455,49.95342884688638,67.72082484220583,110.36929924847898,70.96620243881844,29.67380883566276,63.02355158915335
24,78.49459906313838,67.51655898682101,61.59700886404658,62.31326961198829,94.97151586106695,71.76621605208399,98.37237171381264,73.25055599490284,88.74612995884767,74.78113493851555,37.33159174129167,65.98822035466274,58.84460523352091,73.4387419804779,29.654566334255644,64.809298177053,106.06018525120903,70.29721185925798,33.20334619296607,63.114712258392316
25,71.12798861172564,67.82892085724752,62.510766535978135,61.441664791423875,92.05917908969153,71.84969046327303,94.66083021737069,74.18813229651246,90.50616915606038,75.0960674663868,38.0319760407991,60.2218818758472,62.37173461356351,70.79243694900997,28.268680501185827,61.34773644959349,106.19770297387925,69.79975349973306,28.14212943844926,61.310872529675855
26,69.41740466406307,64.85782715959277,63.90266099832218,59.65185467380951,89.36837221368988,71.98715656165048,91.83940858021474,74.34692476178904,95.95722501991929,75.25013507798629,34.80905327021191,57.15430015382036,58.1790627870809,67.52743642297665,23.429197712362036,66.70201113816609,113.07248984153684,69.3975203880559,27.21959386266313,60.319302612216894
27,72.10092324728687,65.14037659279428,59.0574041290163,58.62407216006411,89.28448638621606,71.76122162843203,86.79242519924775,73.37854559754109,90.74623071304424,74.03230864953672,37.66249602192753,56.225941522053226,58.21649863277807,61.20345057345822,23.994624147584314,61.853867837786595,101.49759653526955,69.91885346353666,29.069339852494114,56.28338683966193
28,75.90959133581953,68.28292316595412,56.24469361930794,59.29712460023487,86.24852794603825,71.48000367980663,86.90434482540961,72.26829526888375,92.74586915283804,73.69082825818371,38.72878161091843,56.55016398368502,63.308059039083844,58.89808735397873,25.100356596223616,68.42874790186774,100.17168533012428,70.20214027770355,30.076578732750818,56.3401736982162
29,63.659677324684914,65.36437328192805,56.64135052577417,57.41084266442773,85.84178064273193,69.73398417867848,93.91936505200776,71.96187612464448,96.9843075425009,73.32639025986522,38.56042253522177,57.20099390950368,46.18406170483481,57.0806600987205,20.392461262019374,55.607068071050136,102.66884813512722,71.24505818818226,24.8943281200951,50.815356067997406
30,64.96410637445676,60.749921136986394,54.96000031189857,55.77608743780549,84.43160080057102,69.91637944756152,90.59282081325948,71.64678439457919,95.08679310299064,73.33959589086325,36.5483628207034,56.0408824532034,45.8717474130855,61.03042106632965,18.17948642088577,52.29160707886178,103.65616160055278,69.84860654748599,23.87123175464557,47.52202595937279
31,66.70481492248769,65.0714419726265,58.755878385335414,52.15560326219178,86.7078025463108,69.35037089664267,89.93102400569872,70.55669929583652,75.91220084878927,71.60264710042424,43.8080908325837,59.5543981428745,44.752911899961404,64.2203876367333,24.93395267731802,44.69405665273967,88.13814473332584,72.84493120501463,34.59522587563001,44.18951056235706
32,88.85401462542227,59.04228027495542,41.941723275304746,58.5833628325684,82.50693882659128,68.80630611225247,95.11821246243417,69.51895629933689,77.64888901751475,71.58030993013611,32.78594649353542,63.999270423870925,46.00100565126385,59.52197269516844,44.83808264637784,53.512985437645646,79.20490596448454,70.69488373791548,33.70339694263736,47.34278816171646
33,85.27176473882302,71.13839011705353,44.49087242175183,54.03143520963043,99.92892665694127,73.51313731613482,110.87578738972034,70.76002813929885,98.6760966291819,73.52135186829788,40.837027497128986,65.93043899016095,36.92296124833123,71.09843089700946,42.580996051813884,60.54863033737756,80.66390961644223,73.36756410786295,29.997479279574197,56.33641454688247
34,78.58764681655373,54.923431420330296,42.69524071749606,53.081343240299276,85.16406148928233,70.54705399646497,78.07500351924462,68.98087093719863,84.22982216519148,71.9146011234664,40.03278151759361,69.62044826861944,40.05668637500356,46.71462616491292,36.713170002486045,60.25992655433483,77.32756242445214,66.39238944401643,35.603571942021794,36.050855819682134
35,77.75393360674106,55.52498585744423,45.70695175411141,62.178192974369686,82.78989597288256,70.57457493927953,76.90755874940145,68.4544689989484,86.74845163539062,70.22825733209824,35.42521770913958,65.78260383959129,44.867730960967734,47.502827534095836,35.29755100946848,63.7625708792136,78.75008198393803,60.82274298852231,35.686091285292086,35.102239323769844
36,86.3215338480352,55.00748400835297,35.86065495500195,54.81694714664105,85.51662305883484,70.3665871937528,76.72379822374424,69.18089728429335,90.13952600581054,69.25150735327807,28.77674978999774,68.71590540328619,37.634573997073474,44.61628392706475,32.77402410600686,64.32258695503823,84.89982020005694,60.329828555838596,32.59426929008532,34.63354564710107
37,80.66105711619933,54.22748240806949,36.04032187316092,55.41927311005838,83.8015073385103,65.98884982506993,77.37336372919427,67.011430972706,87.13538806685999,68.42841152146511,29.199076319927187,65.35385350934429,38.416531963489355,44.80645440465034,30.382088374790506,62.89642319629376,83.15441418447466,59.87598164823087,32.15843201632682,34.314020387045204
38,79.61090873835288,53.881717519189124,36.137826698828995,54.16368112936134,84.31080073319254,65.68819528451563,77.08837131779806,66.99567191125202,84.8081532353959,67.93095490812247,25.38401967692761,65.87516567573249,37.23388935727373,43.77296358321183,33.34843569735281,57.54405047996558,79.66082636839093,58.68218374045452,32.32143391011662,35.37008150182505
39,65.82081355727082,52.93177413489778,34.57098418645844,52.10390545247081,83.74436826831126,64.599259093202,77.49014221400246,68.30156914740235,87.49047083174179,69.12912265606658,28.670985612724625,65.54448264610812,41.622896797705955,42.76960125028876,36.22918002455861,57.33659326490559,68.44142430954236,53.94427458777419,37.91243185780151,35.333115427001616
40,67.00792023133566,52.83832904741224,33.93197576121191,68.37884118364249,91.61947737051274,63.83809576546021,88.74013242209298,66.55472373936072,97.41696986397532,67.3827623299599,23.611858270699486,59.303418276518485,41.27417312709694,43.030676122538466,32.065430597604056,62.027730532399715,64.67098544226215,56.66557863979935,36.75779803272751,37.076565482427235
41,73.03420674738696,56.91647464284579,25.225698649804016,69.2755666405807,90.86873396097015,63.40267317250752,73.47262079923557,63.92799969834322,96.74135088917058,67.5889218000534,23.878201141539634,58.68729857773669,41.76125375212215,45.27432705321657,39.98062474404425,61.56517751651681,73.43019037087352,55.41496688508841,39.87032261523097,36.20979768348872
42,54.81513605376751,56.58319155752374,27.64530401698922,63.79471471777551,80.72065981969175,62.910995181122196,76.41155276145457,63.71715800010123,92.71863705987847,67.12564857115902,24.830361535929836,44.96742439792298,51.655728888235956,45.68657298940661,31.2529629709679,46.89977590992418,59.91605215401399,50.65915963612615,40.14821336366954,37.76996766353713
43,53.50865133653593,55.446816564316215,29.452858680961235,48.98039873147795,75.31598041649983,63.74843956982985,72.28911533708434,67.35794113057584,81.46023610292454,66.7362213560541,32.43091509084833,49.955910801796364,60.538171984606,44.713679893786065,32.87274335985799,42.488666422763785,54.04294469759954,51.323580425680504,39.7715127560757,40.931474866712726
44,52.323771992595645,54.492249655172685,28.12059744297376,49.6770614210847,76.21122444217028,62.72072372371973,69.0693919549172,66.79123760147125,81.14651138834562,67.25593395953283,31.911641762034215,42.622644752623096,57.182440073484685,44.91723762413217,31.848024520457695,41.29678610592769,53.90280100455864,51.458100141295574,40.01349328818653,40.497922884764506
45,54.48654921620593,54.87448796407585,27.925614901726696,50.98879122450683,75.22348716427778,62.53084341732533,68.63559143480693,66.26011724061705,77.60865778753534,65.01757109946116,31.05936553372175,40.76253094068469,59.79699296141796,44.67953298349532,30.345761430947604,40.82677761436523,52.755681269512834,51.29880728610631,40.1097780270749,40.708019956589894
46,54.919957262688925,54.54308418588947,26.02230205046879,49.67602874231962,67.82695575494002,62.685267239255005,64.27837305579757,66.1487474472954,75.73048667699692,64.79071618260895,38.51763724595602,38.42247334739689,58.49592377156754,44.6470860698402,31.187653843422513,35.13492048959338,49.018490522646395,50.96066477161876,40.05331882140128,39.04211053006824
47,55.810972859950866,50.330360977511624,25.349315020163004,51.495776636815904,68.74034178105973,61.92517721929425,66.23852170136581,65.0616793205068,78.5620765859745,65.1183231810142,25.120241422767585,38.40849010205588,58.32932443570845,45.634350753193566,27.684994879675994,35.82020269619763,51.28862753259735,50.628946030820664,46.317180493092245,39.018289794945005
48,52.63967852083664,52.61487562370386,22.564445859101255,51.56431984771503,70.33859948246715,62.335151646192124,70.42347770036031,64.47571601562096,83.81677029653274,64.83795681558982,24.80627926659771,41.28083759753307,57.85899223652765,48.05597044571416,30.168636394022062,34.13181041770028,49.33778234650097,51.521054663431066,46.943363271621294,38.08033230136745
49,52.44038594621955,57.743147397742945,30.14559948798492,65.51506409808438,86.44482939677246,68.44044024875832,90.92149325968202,68.09996659277235,103.25851934256262,72.47622302221001,25.056881243231878,68.8972059074669,76.74005528950363,51.489537295264064,25.189042550429075,34.79622292267004,59.638455970333304,55.08179132411652,30.691052559250775,37.986716236884696
50,59.23694070254286,56.08700156601467,27.245672707561557,62.338533696426765,73.68815610186068,68.89092479331391,65.68941847206622,68.28234826199322,86.92622581225528,71.7258439855297,25.394199840105415,46.575774202480794,80.32978693777358,43.94951747798876,30.606320218050833,36.13934395918581,53.94350424043714,50.81271625770203,36.54893485970349,34.80715569172146
51,69.17562460127242,57.961874572804476,34.7437393666947,62.21485870389402,68.27319985712337,67.28340417180463,67.00778379431497,68.2974383549758,77.32201861159457,69.98333736564746,28.734020878848877,44.90039370364202,83.44327269391225,46.5434669345254,29.89913765815222,40.768670375997296,58.10110328855982,55.40509554306392,34.625772478094916,37.96713350221308
52,27.044448431584755,59.838679064653434,18.846729955233567,62.72934017629137,92.64275331770348,74.40581310708141,69.37437066481422,80.61675698877673,50.73318768666031,73.97316202922698,61.91469702948642,61.226003399322046,72.36762912757327,47.305489583584034,81.47144683500858,65.4597258319823,96.52819041325785,56.911582982446404,50.06609358174531,38.522993879703
53,34.52431809593632,57.477090472730275,18.665506336883098,65.76230604808381,105.4305666280985,72.56811653766295,107.99387232510875,72.1883231876699,73.61795680950127,79.80849961203383,10.28927826500501,72.64293824199055,59.59605764411411,50.947850231366786,94.00540932255127,61.49854188567681,88.57298573069082,58.491199347164894,36.624011207512744,37.93509680102218
54,33.290756116091124,64.01725776275222,23.751934565408455,80.02806457086449,117.00297470023307,69.44047315593129,109.86390269824892,72.11103259662596,55.429177438418556,84.36385043202553,32.226937670569065,59.12483239378019,40.90117171811814,49.720657466397164,115.8206139196768,64.33426961718783,90.26146308696744,65.65285767916325,25.25469049489688,35.01032673390054
55,30.359198524535085,53.34866981175062,23.80915828217674,73.68592853576965,114.03154443761517,69.0567424369066,111.83958589769539,71.85185493746201,59.792853033417174,75.56039332934334,28.930650787501605,65.07827887089346,49.44700286911332,48.246128980222494,97.91384529040715,63.966552241085886,78.09083806405826,66.4098654587717,26.416964223034668,33.42722680734883
56,31.74600493171824,50.84626648629905,32.769248610488496,64.77524847525208,113.93032300285834,69.26347502192145,119.33500490458681,65.25049476973462,75.67355310124833,67.04254341257922,26.4048549099996,60.87833627769796,41.56277381853639,51.761680947264985,64.13821145425052,62.363521979471116,33.51504825510083,65.04411738502588,51.02493353314975,32.87427176669099
57,31.885724097075176,51.10952494908839,33.70193903536689,59.3712583459715,95.565331425533,67.30681472671127,104.05531521387945,64.45406679190597,63.760105466548026,66.60843788080666,32.811946961318135,55.85921790570847,39.3075936079052,43.313913344365375,72.74857441777837,63.05425377931251,40.72716698159847,67.3724978360778,56.741117253321626,32.85482890037641
58,33.43759118809364,57.32920722570828,40.922708187234,59.6086614034199,92.0564383476163,67.23159831210151,105.52499623716099,67.47339901597277,68.89851007580707,67.7576383542721,36.35143743716357,55.63319833553149,48.81003037473874,53.303278067667684,85.71752006020985,65.01936069614567,36.85000068317185,69.25181919718162,49.68298157052795,35.64405355372291
59,29.882097271123914,54.88824517914963,36.37548692419163,55.401111924433366,91.9452326629871,65.5520757328985,88.99725349976839,66.80416789589412,52.44878871120318,62.250188500637464,35.774016150614415,52.8911165855098,62.57801258025821,38.788817485511814,52.753181970453646,64.79381524971284,37.519855243726404,61.39759632771336,67.19886390566461,32.70565403853061
60,30.54078738188124,55.08407732946614,43.627971465759664,53.71770483946224,90.87356238799028,64.75037846211443,86.49972219669067,66.5615481330024,50.30208512916473,62.288598608646694,34.94879834522207,57.517136217765284,68.98764948982421,36.068756914985315,49.69112456056596,66.91597098328504,34.63812638016321,61.70288621000451,67.01570477715923,32.51847441568928
61,29.398949366966352,53.75991872761329,38.71505506071051,52.9239090687875,80.95809021162508,64.33470899677525,83.80975957681255,66.66502008548927,49.70624108310753,63.03120235950812,43.54426919758809,55.779691895284756,58.846750418507234,35.9946344562584,55.34620142527735,63.61146657442514,41.58994283083261,52.635801056701425,58.92775953878285,32.10666548936708
62,27.883425770650422,54.46647025997806,37.94567297897814,53.93422521477864,88.51343985195545,62.50897342150055,87.89099888915642,65.71148157742253,51.080188562965255,63.04335180904219,42.41858181135148,55.80827818052572,57.266249438164905,35.574950719475076,53.16715503279319,63.96601006781746,40.41108651343869,53.17454602713774,54.2891159466855,32.67762751846149
63,25.427937128024208,51.1974120846447,35.18178770866004,52.83190133063756,82.92341624580428,62.94777842288312,88.50739819274375,66.17811022197145,50.78561982170711,64.0268011670665,37.768127447118104,56.98797135846125,54.171354480160794,35.72486041101352,52.318821069029106,64.03850308693131,41.24266852974519,53.460251869793254,71.96687492745907,32.90041559704891
64,50.221361194845706,46.1983093569967,32.905734487336126,64.01527943704764,76.76562953479733,63.105904282138404,78.32843011429091,66.81889566157362,76.10741870102427,66.28682358676912,48.148609400757614,62.920412578816546,46.19386119590434,37.646914875587115,38.04879663682583,54.01610773964498,45.99528191846164,58.354508824104755,61.26487339645895,34.61684023802379
65,40.73207991186526,50.44691798321919,43.80323268495906,58.35530698447424,74.19641108093916,63.72043623817654,72.68039924889393,66.71754526245421,55.45513697294929,66.03094007170785,39.22635125883629,61.640869901199395,52.37151952482832,35.90260611842315,46.90126062332085,55.96261543447151,46.15267428187328,52.83231502578079,74.23486177384632,34.1443743424049
66,38.9233481813947,47.647203102719274,33.20135371396523,49.594438418209286,74.16099767933552,63.17553248696153,76.469011659662,66.39848858457493,53.502945076360874,67.05342035545668,35.30250137653438,63.146921374921746,53.34576735952841,39.96348710887128,49.53083253006805,55.689310411160776,48.964333570837894,48.6854960368938,74.62667391851618,36.67346718643388
67,36.71057098597882,45.51683294023407,31.021738286712864,54.07637125192048,63.215397515306115,66.18459151128313,69.36037808706912,67.698936592438,50.278033088384966,70.65732810315626,32.77092683782526,69.49158739936595,60.31164420723457,34.95506893119782,54.67121960128587,54.43851849984753,51.54393707528566,49.93346038798707,99.00528311029971,35.93643317795257
68,42.27800642850096,49.63068693971664,41.59048128303238,50.06748306324125,70.78902867744463,62.56685483744684,76.33701726689321,62.53462145627089,58.432426339162724,65.35241158799016,40.91175024361169,48.536185240359785,47.48036855086964,32.946808700952865,47.58066582172399,54.33572033147767,44.435014102463995,48.67899350817393,42.1753761683715,37.36036921644463
69,41.873966824485144,49.040712790596494,45.469047428843204,51.068757889141935,66.89679847662946,62.96099217463262,74.46374568734956,62.61581358552309,58.72323797868785,68.84044969875947,46.085236715957244,49.710718885472424,50.62177527167392,33.74628280446724,46.899534770978455,57.30751577574481,43.330067718520866,50.11151147469022,48.32607284987408,37.28672864397146
70,45.72968274848903,42.895351558256124,43.61643649905771,51.289326982334615,69.56530239347475,63.4957930906284,69.64649770205114,63.25184760779909,55.07382545253292,68.88138867769551,44.23135172697409,45.812446557235596,49.87453287346001,36.87607026213405,44.88373959054626,53.28734687294154,48.31554254381151,51.37690645338654,44.53746374207175,38.30789721005776
71,37.224528500862874,33.21554986602776,38.887318218459846,50.331840455007296,72.74325242731801,65.23152613066806,73.22967904934978,64.048465131882,50.95343013431586,68.04957396802394,42.27081310111536,34.79226127914112,53.1193070873147,36.931720396838244,39.14343212172118,58.041604336789334,42.849754540761495,51.173570986276,47.06519033396581,35.6705929645311
72,42.789051708515004,33.369982267848805,34.838150805309844,49.30293310773639,66.90417933172161,65.59406103742495,62.024719861656564,64.17365497435716,50.94949592426175,68.8643446569507,41.825395635213624,34.42095392000649,38.92026423437369,33.94327026081172,49.3433069851854,54.25598731387833,45.413326564119814,42.82920128580451,48.34724417737962,34.60074640291781
73,42.48597971999255,31.525549597330247,35.485060583940374,49.30386667473691,65.24487253200209,65.0753009758033,61.045725428983545,63.78309574573953,48.679935748895986,68.96471413915474,41.17210311385827,34.344167299286084,38.37137954216937,32.62037315301666,46.18980212805368,55.43353886218847,44.050093899118515,42.51286814450582,51.562875725385304,30.724353830637884
74,45.719892361775216,32.341808494923974,35.46916614095914,42.406873370128714,69.68134613324249,64.93645843994831,59.41932482808885,63.926328718074,46.748913986706995,70.79589256257512,36.65625850232404,37.41611688704927,33.614199633670985,33.61257288066204,47.75846553585069,56.716484506384376,43.4922357420329,43.38714562560612,52.54587992299715,25.566001302296513
75,29.332846340847297,29.204342343320544,30.19550531390195,41.3048342635943,66.3666129990838,59.423448041484185,62.53018608894384,62.11176114030705,52.60051134657685,53.12917558122082,37.05077259461107,37.52532433867349,31.254286875233216,32.715220274841485,43.839924008031076,57.509727019456314,46.76627821208359,42.10765345151989,44.032440098124994,28.937877423019543
76,35.29542061127986,36.59222157620575,36.703075165535544,53.84665382374762,65.3638026214262,61.77559590845239,68.0017843611916,62.00892976712291,55.880998827976526,54.92189974351278,29.479152812460107,38.46180892160732,27.751335964289648,36.6819441939238,43.466225187616544,58.97704921824343,48.2884519808496,46.28766225880342,68.43826228776977,29.114744408776005
77,39.45698176481653,34.80760390276907,32.224148695348944,51.27435487174174,69.3906545457716,59.4781712316549,66.37965847488461,62.28079466687668,51.415257012244076,54.40814356691168,33.21823023558286,49.955833966361894,32.01286884870262,30.14801015408001,44.251687804095106,55.46753563817901,49.412924082444064,46.742370748701646,56.13135779319794,29.330950509811704
78,37.36398471107512,47.88229729090082,33.53794078016625,55.14901824380317,64.41401692283155,58.60871700587828,67.75923475429111,60.975898607780955,48.22941958403649,54.82938244940318,35.17195979569427,51.78240272114883,33.18453479524348,30.34436920195347,52.54984933129755,53.556662416748615,52.875471812287685,52.638331786046066,69.40726683843262,28.726599601692726
79,34.147093359511224,44.718100028525576,32.161477248689025,55.722346582870806,62.4965391456062,60.641041332211934,64.69674776682595,60.49550215998298,53.01978283900662,58.77441411962479,38.72085924844386,40.44010448805949,32.63698012860059,27.546493866421006,42.66916190706766,53.85020653889203,53.373687596107736,50.37769429977684,66.97971923703133,28.336145060524743
80,48.770929930486076,65.12845252216748,30.662192902130236,57.70500922523749,105.18917732461989,60.356763929943604,83.80728701996183,63.406603855993126,49.522052674829965,56.43522504099765,35.43919267251629,60.063433885865926,27.66497231363244,40.72503463725191,79.35313236797117,65.79183929737364,54.108968669074706,63.28732941508266,52.877335412860326,34.49554947816951
81,70.0553270548333,48.97850346300691,33.248838009952415,58.458728644235535,72.91368922249022,61.47232003799965,59.49151724107391,60.12809450275369,44.658121045536156,64.25086799170737,37.638868398571006,53.50105409221677,34.48532946407536,38.391092085992184,62.21985072271148,64.99497131181545,73.104857150359,55.93653438251265,50.74544718741324,32.44967898477588
82,68.74766453923436,49.93312198229827,34.117244849044454,59.771360584056275,72.81956807810526,62.340340232940775,60.120687560876206,60.646010096029016,47.63780478729382,61.83725470052184,35.79758421249578,53.50925968254134,34.54471695315432,38.60347681988188,59.1838162512026,64.83096158153728,71.47396419009829,51.546984985212305,51.834454422139345,33.258735178625464
