horizon,response,impulse,lower,upper
3,d_UST10Y,dlog_DXY,-0.005128637153989493,0.04523674735593163
3,d_UST10Y,d_UST10Y,-0.003219856631149722,0.0005957798149442144
3,d_UST10Y,dlog_VIX,-0.0010024809668726263,0.0014117638552608872
3,dlog_VIX,dlog_SOLVPN,-0.005110768643399239,0.005312381945869035
3,dlog_VIX,dlog_COPPER,-0.007304090033911867,0.0036050099340157785
3,dlog_VIX,dlog_DXY,-0.04284851100105658,0.014198906523412528
3,dlog_VIX,d_UST10Y,-0.001094482703123087,0.002933910622201832
3,dlog_VIX,dlog_VIX,-0.0019938941232426274,0.0011918918791657513
4,dlog_SOLVPN,dlog_SOLVPN,-3.835539359466048e-05,0.00045488097520532704
4,dlog_SOLVPN,dlog_COPPER,-0.00011156536755610264,5.306717512787013e-05
4,dlog_SOLVPN,dlog_DXY,-0.0006282321996223713,0.00021883871152490164
4,dlog_SOLVPN,d_UST10Y,-4.005085428331434e-05,3.168689328404005e-05
4,dlog_SOLVPN,dlog_VIX,-3.118658073714084e-05,1.7134429971741356e-05
4,dlog_COPPER,dlog_SOLVPN,-0.0002485604779357689,0.00025552557692360664
4,dlog_COPPER,dlog_COPPER,-8.897234514655075e-05,0.00046689987346671937
4,dlog_COPPER,dlog_DXY,-0.000302159136014201,0.0023195338935904745
4,dlog_COPPER,d_UST10Y,-0.00017085268262110017,1.7979414361998484e-05
4,dlog_COPPER,dlog_VIX,-4.6780982936739465e-05,8.988099121011677e-05
4,dlog_DXY,dlog_SOLVPN,-0.00010653406832382627,3.160369971641816e-05
4,dlog_DXY,dlog_COPPER,-4.094989838734615e-05,7.05340532513886e-05
4,dlog_DXY,dlog_DXY,-0.0001527126587152416,0.0004201906905035426
4,dlog_DXY,d_UST10Y,-2.767970424300828e-05,1.4295401708955028e-05
4,dlog_DXY,dlog_VIX,-1.576635357796153e-05,1.099089074790918e-05
4,d_UST10Y,dlog_SOLVPN,-0.0012211432007393813,0.0005961055121498938
4,d_UST10Y,dlog_COPPER,-0.0012194012055802787,0.0003160956029505512
4,d_UST10Y,dlog_DXY,-0.007704021261518189,0.0008799881683614122
4,d_UST10Y,d_UST10Y,-2.3245451245643375e-05,0.0005751095324646547
4,d_UST10Y,dlog_VIX,-0.00021037568721121936,0.000185987311489797
4,dlog_VIX,dlog_SOLVPN,-0.0007607023564729658,0.000594032034335641
4,dlog_VIX,dlog_COPPER,-0.0004021122154866628,0.0012702038691391525
4,dlog_VIX,dlog_DXY,-0.0022341828228457793,0.007331492892073503
4,dlog_VIX,d_UST10Y,-0.0004886149257877455,0.0001700105020338341
4,dlog_VIX,dlog_VIX,-0.00016112924068475992,0.0003192096918580309
5,dlog_SOLVPN,dlog_SOLVPN,-6.3876311134401456e-06,7.402165359864001e-05
5,dlog_SOLVPN,dlog_COPPER,-8.76811042576972e-06,1.7008110980616072e-05
5,dlog_SOLVPN,dlog_DXY,-5.630290224028159e-05,9.006643776055498e-05
5,dlog_SOLVPN,d_UST10Y,-9.592724598413984e-06,1.5951029972913206e-06
5,dlog_SOLVPN,dlog_VIX,-4.075025537586817e-06,2.4224364297086004e-06
5,dlog_COPPER,dlog_SOLVPN,-1.9019874087132215e-05,5.4794425357911224e-05
5,dlog_COPPER,dlog_COPPER,-8.056148516599947e-05,1.3243984610530288e-05
5,dlog_COPPER,dlog_DXY,-0.0004226230088660041,3.317997666029208e-05
5,dlog_COPPER,d_UST10Y,-4.19644461109608e-06,2.7487117173764997e-05
5,dlog_COPPER,dlog_VIX,-1.4503534327730633e-05,6.69592207776481e-06
5,dlog_DXY,dlog_SOLVPN,-1.560398112988986e-05,5.24688392552038e-06
5,dlog_DXY,dlog_COPPER,-1.0700949428748523e-05,5.606427737176811e-06
5,dlog_DXY,dlog_DXY,-7.105392860462985e-05,2.327259967454417e-05
5,dlog_DXY,d_UST10Y,-1.5597549299036806e-06,5.366098175668585e-06
5,dlog_DXY,dlog_VIX,-1.542867789956474e-06,2.3990142326442048e-06
5,d_UST10Y,dlog_SOLVPN,-0.00022235088637266706,4.6666929994317196e-05
5,d_UST10Y,dlog_COPPER,-4.5633516077921325e-05,0.00021029559498581945
5,d_UST10Y,dlog_DXY,-9.525746605894363e-05,0.0013746920993681934
5,d_UST10Y,d_UST10Y,-0.00010068757101143979,1.5912356303088816e-05
5,d_UST10Y,dlog_VIX,-2.1912551486403e-05,3.815687579366345e-05
5,dlog_VIX,dlog_SOLVPN,-8.076813509718791e-05,0.00011776335415835515
5,dlog_VIX,dlog_COPPER,-0.00020677055031044576,6.0421917301508335e-05
5,dlog_VIX,dlog_DXY,-0.0012433167653932533,0.0002982686936361949
5,dlog_VIX,d_UST10Y,-2.458116756661284e-05,8.315772040663963e-05
5,dlog_VIX,dlog_VIX,-4.563525977873545e-05,2.213455331671121e-05
6,dlog_SOLVPN,dlog_SOLVPN,-7.141447523117328e-07,1.1426611170000277e-05
6,dlog_SOLVPN,dlog_COPPER,-3.1941422585261902e-06,9.67548371416928e-07
6,dlog_SOLVPN,dlog_DXY,-1.6298857730400905e-05,4.447926045359897e-06
6,dlog_SOLVPN,d_UST10Y,-1.0198119274412465e-06,9.033299115633809e-07
6,dlog_SOLVPN,dlog_VIX,-6.738534064978982e-07,2.6631536851892954e-07
6,dlog_COPPER,dlog_SOLVPN,-5.5758818921319315e-06,6.198932581262157e-06
6,dlog_COPPER,dlog_COPPER,-1.7696762193725691e-06,1.3602472416216744e-05
6,dlog_COPPER,dlog_DXY,-6.863897157221494e-06,7.219691036388295e-05
6,dlog_COPPER,d_UST10Y,-5.282601067636576e-06,4.561701111196494e-07
6,dlog_COPPER,dlog_VIX,-1.0502677055083193e-06,2.341069814236041e-06
6,dlog_DXY,dlog_SOLVPN,-2.5588280864098483e-06,6.944290628856558e-07
6,dlog_DXY,dlog_COPPER,-9.048676649762084e-07,1.9804248536803745e-06
6,dlog_DXY,dlog_DXY,-3.147182002934486e-06,1.2283298806998993e-05
6,dlog_DXY,d_UST10Y,-8.619187522321527e-07,3.3115002553692353e-07
6,dlog_DXY,dlog_VIX,-2.8745096773018413e-07,3.269252126463372e-07
6,d_UST10Y,dlog_SOLVPN,-3.135802879279814e-05,1.7545830502789484e-05
6,d_UST10Y,dlog_COPPER,-3.853097741036044e-05,6.1614060900150465e-06
6,d_UST10Y,dlog_DXY,-0.00024372229916686558,1.9648257771664866e-05
6,d_UST10Y,d_UST10Y,-8.263372222763946e-07,1.8951587117956647e-05
6,d_UST10Y,dlog_VIX,-5.628964308006718e-06,4.0042194001956525e-06
6,dlog_VIX,dlog_SOLVPN,-2.0722665219783947e-05,1.3445998455548337e-05
6,dlog_VIX,dlog_COPPER,-8.075665876097294e-06,3.6164359694624334e-05
6,dlog_VIX,dlog_DXY,-4.474288464645222e-05,0.0002143186300283182
6,dlog_VIX,d_UST10Y,-1.477276470620887e-05,3.25281989509698e-06
6,dlog_VIX,dlog_VIX,-3.2099034708928884e-06,6.705299994777391e-06
7,dlog_SOLVPN,dlog_SOLVPN,-2.0233987175292706e-07,1.7894118430522084e-06
7,dlog_SOLVPN,dlog_COPPER,-1.8099731882305488e-07,4.972924248371284e-07
7,dlog_SOLVPN,dlog_DXY,-1.3102835123956674e-06,2.59622563152828e-06
7,dlog_SOLVPN,d_UST10Y,-2.592672411649169e-07,3.86801787572933e-08
7,dlog_SOLVPN,dlog_VIX,-8.750641371719976e-08,6.699123066033644e-08
7,dlog_COPPER,dlog_SOLVPN,-4.7029938859886857e-07,1.440275377244132e-06
7,dlog_COPPER,dlog_COPPER,-2.4323547604453593e-06,2.710202611378576e-07
7,dlog_COPPER,dlog_DXY,-1.2820708008227022e-05,8.797060965663079e-07
7,dlog_COPPER,d_UST10Y,-1.0739558717726336e-07,9.146640284531124e-07
7,dlog_COPPER,dlog_VIX,-4.2477918591303103e-07,1.338962451161404e-07
7,dlog_DXY,dlog_SOLVPN,-3.5967204519722643e-07,1.440217804642755e-07
7,dlog_DXY,dlog_COPPER,-3.4656913354268426e-07,1.3061191891058464e-07
7,dlog_DXY,dlog_DXY,-2.164343922973596e-06,5.31369088617524e-07
7,dlog_DXY,d_UST10Y,-3.023906466433108e-08,1.616463108469609e-07
7,dlog_DXY,dlog_VIX,-4.2212621492785747e-08,5.170395871356952e-08
7,d_UST10Y,dlog_SOLVPN,-5.592120159403658e-06,1.2811557868875836e-06
7,d_UST10Y,dlog_COPPER,-8.957494468569776e-07,6.712072308601615e-06
7,d_UST10Y,dlog_DXY,-1.750640324489434e-06,4.242365415058604e-05
7,d_UST10Y,d_UST10Y,-3.203689087474205e-06,3.267467406491386e-07
7,d_UST10Y,dlog_VIX,-5.153984043131758e-07,9.90357895073696e-07
7,dlog_VIX,dlog_SOLVPN,-2.180297848903973e-06,2.7069679745515355e-06
7,dlog_VIX,dlog_COPPER,-6.541857650899798e-06,1.033767040511675e-06
7,dlog_VIX,dlog_DXY,-3.781496256635499e-05,7.036670525095834e-06
7,dlog_VIX,d_UST10Y,-5.387595300510137e-07,2.542051473840682e-06
7,dlog_VIX,dlog_VIX,-1.1369289382148565e-06,4.6692009471238846e-07
8,dlog_SOLVPN,dlog_SOLVPN,-1.567022792797534e-08,2.8641574240564747e-07
8,dlog_SOLVPN,dlog_COPPER,-9.754474907395322e-08,2.4031184778224137e-08
8,dlog_SOLVPN,dlog_DXY,-4.981507408770011e-07,9.847928681026487e-08
8,dlog_SOLVPN,d_UST10Y,-2.383515852152083e-08,2.8590541012597068e-08
8,dlog_SOLVPN,dlog_VIX,-1.4771182037447522e-08,6.917197172776085e-09
8,dlog_COPPER,dlog_SOLVPN,-1.54345238032535e-07,1.6173737569339276e-07
8,dlog_COPPER,dlog_COPPER,-4.048101558229271e-08,4.3207115307774384e-07
8,dlog_COPPER,dlog_DXY,-1.7969930562821087e-07,2.249098062473486e-06
8,dlog_COPPER,d_UST10Y,-1.731256594913626e-07,1.094063864015821e-08
8,dlog_COPPER,dlog_VIX,-2.472495959527731e-08,6.675114042572295e-08
8,dlog_DXY,dlog_SOLVPN,-6.982430062857422e-08,1.3828814425392959e-08
8,dlog_DXY,dlog_COPPER,-1.912412725665202e-08,6.192142109228708e-08
8,dlog_DXY,dlog_DXY,-7.559403127993711e-08,3.955747670520963e-07
8,dlog_DXY,d_UST10Y,-2.6930440839611795e-08,7.282804281692941e-09
8,dlog_DXY,dlog_VIX,-6.88146032358112e-09,8.269551558159474e-09
8,d_UST10Y,dlog_SOLVPN,-8.208824223880108e-07,5.33235940990341e-07
8,d_UST10Y,dlog_COPPER,-1.1803961940895995e-06,1.2599804051690247e-07
8,d_UST10Y,dlog_DXY,-7.833532072636451e-06,4.2920086562278327e-07
8,d_UST10Y,d_UST10Y,-1.6576028502464e-08,5.801564160680847e-07
8,d_UST10Y,dlog_VIX,-1.6409018336540656e-07,9.604846817788643e-08
8,dlog_VIX,dlog_SOLVPN,-4.990674193827906e-07,2.883774401079376e-07
8,dlog_VIX,dlog_COPPER,-1.6001249019905647e-07,1.0467501161833788e-06
8,dlog_VIX,dlog_DXY,-1.0194776576638272e-06,6.760152465080159e-06
8,dlog_VIX,d_UST10Y,-4.849519252838463e-07,8.41480737996405e-08
8,dlog_VIX,dlog_VIX,-6.403445430281491e-08,1.8347484450766108e-07
9,dlog_SOLVPN,dlog_SOLVPN,-5.1633995055169055e-09,4.308151569302305e-08
9,dlog_SOLVPN,dlog_COPPER,-4.019814702535272e-09,1.4932716770066403e-08
9,dlog_SOLVPN,dlog_DXY,-3.2002928945740624e-08,8.121317122775988e-08
9,dlog_SOLVPN,d_UST10Y,-7.388659025270583e-09,7.590786624857328e-10
9,dlog_SOLVPN,dlog_VIX,-2.0546015885934536e-09,1.7806190018537394e-09
9,dlog_COPPER,dlog_SOLVPN,-1.392096900620482e-08,4.127889505677525e-08
9,dlog_COPPER,dlog_COPPER,-7.3303569874885e-08,5.238584493554659e-09
9,dlog_COPPER,dlog_DXY,-4.285407037295038e-07,1.8567709867532274e-08
9,dlog_COPPER,d_UST10Y,-2.7657566744288636e-09,3.057152421638746e-08
9,dlog_COPPER,dlog_VIX,-1.1981630135977083e-08,2.8929952513608188e-09
9,dlog_DXY,dlog_SOLVPN,-9.96931622888591e-09,4.364683832050786e-09
9,dlog_DXY,dlog_COPPER,-1.1415784946769452e-08,3.287415290918839e-09
9,dlog_DXY,dlog_DXY,-7.129510659454883e-08,1.2168972508493905e-08
9,dlog_DXY,d_UST10Y,-7.338338747807422e-10,5.329741663456952e-09
9,dlog_DXY,dlog_VIX,-1.3350123952600926e-09,1.2227783644689178e-09
9,d_UST10Y,dlog_SOLVPN,-1.613795614176537e-07,2.777547659274707e-08
9,d_UST10Y,dlog_COPPER,-2.201527054770053e-08,2.0561192498748148e-07
9,d_UST10Y,dlog_DXY,-4.059211099611713e-08,1.360556926948743e-06
9,d_UST10Y,d_UST10Y,-1.0101272845819662e-07,7.227420447603474e-09
9,d_UST10Y,dlog_VIX,-1.3396803691941287e-08,3.066149791396332e-08
9,dlog_VIX,dlog_SOLVPN,-5.312829820951873e-08,7.635326197469225e-08
9,dlog_VIX,dlog_COPPER,-1.9033775275228513e-07,2.2212690207698764e-08
9,dlog_VIX,dlog_DXY,-1.2515569739870868e-06,1.4343946183025232e-07
9,dlog_VIX,d_UST10Y,-1.2976248573329048e-08,8.009652539386532e-08
9,dlog_VIX,dlog_VIX,-3.2344852318197147e-08,7.961271808107291e-09
10,dlog_SOLVPN,dlog_SOLVPN,-3.43659790645335e-10,7.147691680452273e-09
10,dlog_SOLVPN,dlog_COPPER,-2.8855903901558715e-09,5.394338688733017e-10
10,dlog_SOLVPN,dlog_DXY,-1.58757791222877e-08,2.0910487563018045e-09
10,dlog_SOLVPN,d_UST10Y,-5.486279441434167e-10,9.158679508242143e-10
10,dlog_SOLVPN,dlog_VIX,-4.74616388200431e-10,1.80090107788489e-10
10,dlog_COPPER,dlog_SOLVPN,-4.548794923606108e-09,4.434347795575237e-09
10,dlog_COPPER,dlog_COPPER,-7.697883832612214e-10,1.2744769827112569e-08
10,dlog_COPPER,dlog_DXY,-3.7902458615214705e-09,7.321683558870228e-08
10,dlog_COPPER,d_UST10Y,-5.746663510311465e-09,2.3927099972160414e-10
10,dlog_COPPER,dlog_VIX,-5.500432692468672e-10,1.906135432131855e-09
10,dlog_DXY,dlog_SOLVPN,-1.9477770147168004e-09,2.9327434004420966e-10
10,dlog_DXY,dlog_COPPER,-4.4637747465389593e-10,1.9347799325458168e-09
10,dlog_DXY,dlog_DXY,-1.6867058867976178e-09,1.3336293397884698e-08
10,dlog_DXY,d_UST10Y,-9.282984165860825e-10,1.7633187557307425e-10
10,dlog_DXY,dlog_VIX,-1.878019382094545e-10,2.4339236858729523e-10
10,d_UST10Y,dlog_SOLVPN,-2.0030104523455156e-08,1.6223994082930423e-08
10,d_UST10Y,dlog_COPPER,-3.765823888777013e-08,3.00624881356504e-09
10,d_UST10Y,dlog_DXY,-2.514770223641011e-07,1.1061201050468754e-08
10,d_UST10Y,d_UST10Y,-2.949305341919843e-10,1.848327596953849e-08
10,d_UST10Y,dlog_VIX,-4.473150169747306e-09,2.486187573243928e-09
10,dlog_VIX,dlog_SOLVPN,-1.4282876277591133e-08,6.9241957881231266e-09
10,dlog_VIX,dlog_COPPER,-2.993421913604985e-09,3.351700259120223e-08
10,dlog_VIX,dlog_DXY,-2.0934523828136925e-08,2.1575536102242673e-07
10,dlog_VIX,d_UST10Y,-1.427529945038782e-08,1.899015142156504e-09
10,dlog_VIX,dlog_VIX,-1.4321115925301856e-09,5.343074946926337e-09
11,dlog_SOLVPN,dlog_SOLVPN,-1.7868677247554927e-10,1.0561710757905216e-09
11,dlog_SOLVPN,dlog_COPPER,-1.0468094195922984e-10,4.963340294162901e-10
11,dlog_SOLVPN,dlog_DXY,-7.359401040580444e-10,2.5445938596096e-09
11,dlog_SOLVPN,d_UST10Y,-2.342055113701163e-10,1.6984109440865048e-11
11,dlog_SOLVPN,dlog_VIX,-4.818120562067268e-11,5.2824678817235805e-11
11,dlog_COPPER,dlog_SOLVPN,-3.221544733991338e-10,1.1493933828105168e-09
11,dlog_COPPER,dlog_COPPER,-2.3675560877556508e-09,1.0744152043029641e-10
11,dlog_COPPER,dlog_DXY,-1.3336029398596806e-08,3.721247257461634e-10
11,dlog_COPPER,d_UST10Y,-6.343150550542907e-11,1.027333321246028e-09
11,dlog_COPPER,dlog_VIX,-3.658805899614359e-10,6.483569775416065e-11
11,dlog_DXY,dlog_SOLVPN,-2.384562479165433e-10,1.402655337902934e-10
11,dlog_DXY,dlog_COPPER,-3.426395349928276e-10,6.757638779115836e-11
11,dlog_DXY,dlog_DXY,-2.5884083383838188e-09,2.575238831761334e-10
11,dlog_DXY,d_UST10Y,-1.4625832420292876e-11,1.6715971535956416e-10
11,dlog_DXY,dlog_VIX,-3.993121271850306e-11,3.1853943140984974e-11
11,d_UST10Y,dlog_SOLVPN,-4.892495574276259e-09,6.614257668549853e-10
11,d_UST10Y,dlog_COPPER,-4.86572560674682e-10,6.8963495491274865e-09
11,d_UST10Y,dlog_DXY,-6.935043233471596e-10,4.4512565660363436e-08
11,d_UST10Y,d_UST10Y,-3.3820648948803374e-09,2.0163785248735208e-10
11,d_UST10Y,dlog_VIX,-3.6849388854139034e-10,7.33793991521495e-10
11,dlog_VIX,dlog_SOLVPN,-1.2033010691179167e-09,2.3175093633518676e-09
11,dlog_VIX,dlog_COPPER,-6.656379661655862e-09,4.3373331128974577e-10
11,dlog_VIX,dlog_DXY,-3.909799043537898e-08,3.4489451334462075e-09
11,dlog_VIX,d_UST10Y,-2.7672951312843303e-10,2.446184462701022e-09
11,dlog_VIX,dlog_VIX,-1.023125691536806e-09,1.924803562209629e-10
12,dlog_SOLVPN,dlog_SOLVPN,-7.478185534665878e-12,1.7730239321225395e-10
12,dlog_SOLVPN,dlog_COPPER,-9.56175591624306e-11,1.377900776079916e-11
12,dlog_SOLVPN,dlog_DXY,-5.117795357629593e-10,4.873619082265131e-11
12,dlog_SOLVPN,d_UST10Y,-1.3818423624517378e-11,2.9146665356462407e-11
12,dlog_SOLVPN,dlog_VIX,-1.3270306531059402e-11,4.949100302299906e-12
12,dlog_COPPER,dlog_SOLVPN,-1.553686239965835e-10,1.0706282035264499e-10
12,dlog_COPPER,dlog_COPPER,-1.7902524981832188e-11,4.072221321080506e-10
12,dlog_COPPER,dlog_DXY,-7.716916768318903e-11,2.3935443373541692e-09
12,dlog_COPPER,d_UST10Y,-1.863264779540732e-10,3.950981754471778e-12
12,dlog_COPPER,dlog_VIX,-1.4626659747075055e-11,6.203062284351491e-11
12,dlog_DXY,dlog_SOLVPN,-5.4730258360137826e-11,7.620757595040142e-12
12,dlog_DXY,dlog_COPPER,-9.366923863102553e-12,5.896427895265013e-11
12,dlog_DXY,dlog_DXY,-3.770925335052175e-11,4.41999742640469e-10
12,dlog_DXY,d_UST10Y,-3.120053229673587e-11,4.366502722347437e-12
12,dlog_DXY,dlog_VIX,-4.5347417056186525e-12,7.86476215539508e-12
12,d_UST10Y,dlog_SOLVPN,-5.47438049241416e-10,5.470473743210587e-10
12,d_UST10Y,dlog_COPPER,-1.2713387614083438e-09,6.307288059102286e-11
12,d_UST10Y,dlog_DXY,-8.271658995273728e-09,2.91680357730606e-10
12,d_UST10Y,d_UST10Y,-5.834048140060583e-12,6.18864416006625e-10
12,d_UST10Y,dlog_VIX,-1.2215786469631542e-10,6.620693423104266e-11
12,dlog_VIX,dlog_SOLVPN,-4.746059728617659e-10,1.8068993547773573e-10
12,dlog_VIX,dlog_COPPER,-7.151161811790285e-11,1.0675055938188387e-09
12,dlog_VIX,dlog_DXY,-5.52373478699158e-10,6.463445769423749e-09
12,dlog_VIX,d_UST10Y,-4.729976141835122e-10,4.6383837090209943e-11
12,dlog_VIX,dlog_VIX,-3.2238494289993935e-11,1.6808907009260634e-10
13,dlog_SOLVPN,dlog_SOLVPN,-4.828143843009894e-12,2.5231437323474577e-11
13,dlog_SOLVPN,dlog_COPPER,-2.827591987746912e-12,1.494120255108138e-11
13,dlog_SOLVPN,dlog_DXY,-1.8361379337758846e-11,8.005854210943285e-11
13,dlog_SOLVPN,d_UST10Y,-7.014928463443943e-12,4.0586043015464313e-13
13,dlog_SOLVPN,dlog_VIX,-1.1933528458138924e-12,1.5114080030942563e-12
13,dlog_COPPER,dlog_SOLVPN,-7.28133647075851e-12,3.476014749221114e-11
13,dlog_COPPER,dlog_COPPER,-7.652699555587506e-11,2.529358803426248e-12
13,dlog_COPPER,dlog_DXY,-4.386562919938783e-10,6.933497226567615e-12
13,dlog_COPPER,d_UST10Y,-1.3596496638129991e-12,3.3767894764458495e-11
13,dlog_COPPER,dlog_VIX,-1.077754994869427e-11,1.8033750180237585e-12
13,dlog_DXY,dlog_SOLVPN,-6.22117392884866e-12,4.316177485938588e-12
13,dlog_DXY,dlog_COPPER,-1.0589351614138279e-11,1.4748718428649087e-12
13,dlog_DXY,dlog_DXY,-8.046426408414016e-11,6.9864070527876764e-12
13,dlog_DXY,d_UST10Y,-3.96820460429624e-13,5.792809519908931e-12
