horizon,response,impulse,irf
7,dlog_DXY,dlog_COPPER,-8.776531357337526e-09
7,dlog_DXY,dlog_DXY,-7.469202043839209e-08
7,dlog_DXY,d_UST10Y,6.5699629345434355e-09
7,dlog_DXY,dlog_VIX,2.8384225673229223e-10
7,d_UST10Y,dlog_SOLVPN,-1.25877848686039e-07
7,d_UST10Y,dlog_COPPER,2.985235677548554e-07
7,d_UST10Y,dlog_DXY,2.5113766625083727e-06
7,d_UST10Y,d_UST10Y,-2.0405889645432016e-07
7,d_UST10Y,dlog_VIX,-2.2714996007762277e-10
7,dlog_VIX,dlog_SOLVPN,8.174693361021821e-08
7,dlog_VIX,dlog_COPPER,-1.908245789599979e-07
7,dlog_VIX,dlog_DXY,-1.592040500897488e-06
7,dlog_VIX,d_UST10Y,1.2873161438303525e-07
7,dlog_VIX,dlog_VIX,-3.1852579485159715e-10
8,dlog_SOLVPN,dlog_SOLVPN,1.4362778639053888e-09
8,dlog_SOLVPN,dlog_COPPER,-1.5487717694795545e-09
8,dlog_SOLVPN,dlog_DXY,-1.2631723731238148e-08
8,dlog_SOLVPN,d_UST10Y,9.059240417604089e-10
8,dlog_SOLVPN,dlog_VIX,-7.583930677102538e-11
8,dlog_COPPER,dlog_SOLVPN,-3.645441213374588e-09
8,dlog_COPPER,dlog_COPPER,1.2586005424251479e-08
8,dlog_COPPER,dlog_DXY,1.0651361145428378e-07
8,dlog_COPPER,d_UST10Y,-8.912829571449953e-09
8,dlog_COPPER,dlog_VIX,-1.9209245366527577e-10
8,dlog_DXY,dlog_SOLVPN,-5.46043678745559e-10
8,dlog_DXY,dlog_COPPER,1.1008503759471062e-09
8,dlog_DXY,dlog_DXY,9.180249586987984e-09
8,dlog_DXY,d_UST10Y,-7.300980656169067e-10
8,dlog_DXY,dlog_VIX,1.299604843483301e-11
8,d_UST10Y,dlog_SOLVPN,8.587701451071393e-09
8,d_UST10Y,dlog_COPPER,-3.573700252048264e-08
8,d_UST10Y,dlog_DXY,-3.037713920125976e-07
8,d_UST10Y,d_UST10Y,2.568197982331596e-08
8,d_UST10Y,dlog_VIX,6.810507311166787e-10
8,dlog_VIX,dlog_SOLVPN,-5.314249409595681e-09
8,dlog_VIX,dlog_COPPER,2.2714826875774257e-08
8,dlog_VIX,dlog_DXY,1.9265265092592e-07
8,dlog_VIX,d_UST10Y,-1.628401081703195e-08
8,dlog_VIX,dlog_VIX,-4.084569457949283e-10
9,dlog_SOLVPN,dlog_SOLVPN,1.9426540919476796e-11
9,dlog_SOLVPN,dlog_COPPER,1.724538167293702e-10
9,dlog_SOLVPN,dlog_DXY,1.5008607007584174e-09
9,dlog_SOLVPN,d_UST10Y,-1.363956614668845e-10
9,dlog_SOLVPN,dlog_VIX,-9.688638280826472e-12
9,dlog_COPPER,dlog_SOLVPN,4.945998831311444e-10
9,dlog_COPPER,dlog_COPPER,-1.5329204556358794e-09
9,dlog_COPPER,dlog_DXY,-1.2937694546633058e-08
9,dlog_COPPER,d_UST10Y,1.0736714825473032e-09
9,dlog_COPPER,dlog_VIX,1.5903981481461062e-11
9,dlog_DXY,dlog_SOLVPN,2.5145333796204973e-11
9,dlog_DXY,dlog_COPPER,-1.2998942930630202e-10
9,dlog_DXY,dlog_DXY,-1.1090285574239119e-09
9,dlog_DXY,d_UST10Y,9.462699696571771e-11
9,dlog_DXY,dlog_VIX,2.8744634377727856e-12
9,d_UST10Y,dlog_SOLVPN,-1.5548798266192992e-09
9,d_UST10Y,dlog_COPPER,4.3844176051845585e-09
9,d_UST10Y,dlog_DXY,3.696435146994063e-08
9,d_UST10Y,d_UST10Y,-3.04649010751034e-09
9,d_UST10Y,dlog_VIX,-3.085262228830136e-11
9,dlog_VIX,dlog_SOLVPN,9.993349002043029e-10
9,dlog_VIX,dlog_COPPER,-2.7843268091290976e-09
9,dlog_VIX,dlog_DXY,-2.3458758065989092e-08
9,dlog_VIX,d_UST10Y,1.9304484322137615e-09
9,dlog_VIX,dlog_VIX,1.613032489575267e-11
10,dlog_SOLVPN,dlog_SOLVPN,1.2473113801616015e-11
10,dlog_SOLVPN,dlog_COPPER,-2.2205883807133986e-11
10,dlog_SOLVPN,dlog_DXY,-1.8459959305663453e-10
10,dlog_SOLVPN,d_UST10Y,1.4499159368508017e-11
10,dlog_SOLVPN,dlog_VIX,-3.0678751771919177e-13
10,dlog_COPPER,dlog_SOLVPN,-5.623707525394931e-11
10,dlog_COPPER,dlog_COPPER,1.8573436391304752e-10
10,dlog_COPPER,dlog_DXY,1.570342706549841e-09
10,dlog_COPPER,d_UST10Y,-1.308779495585879e-10
10,dlog_COPPER,dlog_VIX,-2.227774783958449e-12
10,dlog_DXY,dlog_SOLVPN,-6.177366545491564e-12
10,dlog_DXY,dlog_COPPER,1.6051997006213394e-11
10,dlog_DXY,dlog_DXY,1.3519932866287396e-10
10,dlog_DXY,d_UST10Y,-1.1068564762166923e-11
10,dlog_DXY,dlog_VIX,-5.928866825004474e-14
10,d_UST10Y,dlog_SOLVPN,1.4970403454830965e-10
10,d_UST10Y,dlog_COPPER,-5.291444019285498e-10
10,d_UST10Y,dlog_DXY,-4.481862984547203e-09
10,d_UST10Y,d_UST10Y,3.7524839540841097e-10
10,d_UST10Y,dlog_VIX,7.50702069333639e-12
10,dlog_VIX,dlog_SOLVPN,-9.420993345501565e-11
10,dlog_VIX,dlog_COPPER,3.3571043475656116e-10
10,dlog_VIX,dlog_DXY,2.8444700787202608e-09
10,dlog_VIX,d_UST10Y,-2.382552970647396e-10
10,dlog_VIX,dlog_VIX,-4.76199700313967e-12
11,dlog_SOLVPN,dlog_SOLVPN,-3.8131462978381314e-13
11,dlog_SOLVPN,dlog_COPPER,2.6014558761750013e-12
11,dlog_SOLVPN,dlog_DXY,2.2227924882850618e-11
11,dlog_SOLVPN,d_UST10Y,-1.9160095939601293e-12
11,dlog_SOLVPN,dlog_VIX,-7.321713704162196e-14
11,dlog_COPPER,dlog_SOLVPN,7.127281026319591e-12
11,dlog_COPPER,dlog_COPPER,-2.2570981601343852e-11
11,dlog_COPPER,dlog_DXY,-1.9074021941056263e-10
11,dlog_COPPER,d_UST10Y,1.5852837485091632e-11
11,dlog_COPPER,dlog_VIX,2.405201925776417e-13
11,dlog_DXY,dlog_SOLVPN,5.09855079072072e-13
11,dlog_DXY,dlog_COPPER,-1.9300253260856113e-12
11,dlog_DXY,dlog_DXY,-1.6376827067003565e-11
11,dlog_DXY,d_UST10Y,1.377064461608471e-12
11,dlog_DXY,dlog_VIX,3.130954912120089e-14
11,d_UST10Y,dlog_SOLVPN,-2.1174627192596005e-11
11,d_UST10Y,dlog_COPPER,6.450151190906275e-11
11,d_UST10Y,dlog_DXY,5.447050054055313e-10
11,d_UST10Y,d_UST10Y,-4.515080060640204e-11
11,d_UST10Y,dlog_VIX,-6.124737429281783e-13
11,dlog_VIX,dlog_SOLVPN,1.3507673378481376e-11
11,dlog_VIX,dlog_COPPER,-4.0938164001839006e-11
11,dlog_VIX,dlog_DXY,-3.457440207036066e-10
11,dlog_VIX,d_UST10Y,2.864936592151438e-11
11,dlog_VIX,dlog_VIX,3.810768304276755e-13
12,dlog_SOLVPN,dlog_SOLVPN,1.3306328718392272e-13
12,dlog_SOLVPN,dlog_COPPER,-3.231166135028627e-13
12,dlog_SOLVPN,dlog_DXY,-2.7132441679192223e-12
12,dlog_SOLVPN,d_UST10Y,2.2069079124847552e-13
12,dlog_SOLVPN,dlog_VIX,3.006943430158453e-16
12,dlog_COPPER,dlog_SOLVPN,-8.427255676606144e-13
12,dlog_COPPER,dlog_COPPER,2.7384600317151213e-12
12,dlog_COPPER,dlog_DXY,2.3158073526865007e-11
12,dlog_COPPER,d_UST10Y,-1.928290301530785e-12
12,dlog_COPPER,dlog_VIX,-3.159699500866727e-14
12,dlog_DXY,dlog_SOLVPN,-8.024478533671224e-14
12,dlog_DXY,dlog_COPPER,2.359606080631486e-13
12,dlog_DXY,dlog_DXY,1.9914688153563055e-12
12,dlog_DXY,d_UST10Y,-1.6466001995168157e-13
12,dlog_DXY,dlog_VIX,-1.9846631748290294e-15
12,d_UST10Y,dlog_SOLVPN,2.3422506954087066e-12
12,d_UST10Y,dlog_COPPER,-7.812763771770947e-12
12,d_UST10Y,dlog_DXY,-6.610468879000582e-11
12,d_UST10Y,d_UST10Y,5.514102864966417e-12
12,d_UST10Y,dlog_VIX,9.685811678582942e-14
12,dlog_VIX,dlog_SOLVPN,-1.4815584425619601e-12
12,dlog_VIX,dlog_COPPER,4.957990256680333e-12
12,dlog_VIX,dlog_DXY,4.195661062798228e-11
12,dlog_VIX,d_UST10Y,-3.5006870501100906e-12
12,dlog_VIX,dlog_VIX,-6.210445755535887e-14
13,dlog_SOLVPN,dlog_SOLVPN,-9.524458904160334e-15
13,dlog_SOLVPN,dlog_COPPER,3.867500318551123e-14
13,dlog_SOLVPN,dlog_DXY,3.283820695355896e-13
13,dlog_SOLVPN,d_UST10Y,-2.771280873380734e-14
13,dlog_SOLVPN,dlog_VIX,-6.899235939835375e-16
13,dlog_COPPER,dlog_SOLVPN,1.0406097576811845e-13
13,dlog_COPPER,dlog_COPPER,-3.3265757519211475e-13
13,dlog_COPPER,dlog_DXY,-2.8123345592075657e-12
13,dlog_COPPER,d_UST10Y,2.3391870907846235e-13
13,dlog_COPPER,dlog_VIX,3.679482707095915e-15
13,dlog_DXY,dlog_SOLVPN,8.341442034293697e-15
13,dlog_DXY,dlog_COPPER,-2.853700198439349e-14
13,dlog_DXY,dlog_DXY,-2.415815315847807e-13
13,dlog_DXY,d_UST10Y,2.018548210839925e-14
13,dlog_DXY,dlog_VIX,3.7728660784757954e-16
13,d_UST10Y,dlog_SOLVPN,-3.019296157144192e-13
13,d_UST10Y,dlog_COPPER,9.501337163294357e-13
13,d_UST10Y,dlog_DXY,8.02977938173363e-12
13,d_UST10Y,d_UST10Y,-6.671536076703161e-13
13,d_UST10Y,dlog_VIX,-1.0038936857745198e-14
13,dlog_VIX,dlog_SOLVPN,1.920180378894819e-13
13,dlog_VIX,dlog_COPPER,-6.030717599263495e-13
13,dlog_VIX,dlog_DXY,-5.0966078195381195e-12
13,dlog_VIX,d_UST10Y,4.2340076878507377e-13
13,dlog_VIX,dlog_VIX,6.34641615309914e-15
14,dlog_SOLVPN,dlog_SOLVPN,1.6639317715123143e-15
14,dlog_SOLVPN,dlog_COPPER,-4.738549620217762e-15
14,dlog_SOLVPN,dlog_DXY,-3.995776217001941e-14
14,dlog_SOLVPN,d_UST10Y,3.295271611126928e-15
14,dlog_SOLVPN,dlog_VIX,3.3860033785408506e-17
14,dlog_COPPER,dlog_SOLVPN,-1.2502580884790495e-14
14,dlog_COPPER,dlog_COPPER,4.0382485680572796e-14
14,dlog_COPPER,dlog_DXY,3.4147236275771357e-13
14,dlog_COPPER,d_UST10Y,-2.842274807842854e-14
14,dlog_COPPER,dlog_VIX,-4.605856942921168e-16
14,dlog_DXY,dlog_SOLVPN,-1.1202443517477661e-15
14,dlog_DXY,dlog_COPPER,3.474207063793587e-15
14,dlog_DXY,dlog_DXY,2.935176769597564e-14
14,dlog_DXY,d_UST10Y,-2.4361814585707397e-15
14,dlog_DXY,dlog_VIX,-3.5109766811491906e-17
14,d_UST10Y,dlog_SOLVPN,3.5322406363485563e-14
14,d_UST10Y,dlog_COPPER,-1.1525889618937678e-13
14,d_UST10Y,dlog_DXY,-9.74813890960143e-13
14,d_UST10Y,d_UST10Y,8.11954746186535e-14
14,d_UST10Y,dlog_VIX,1.3515160380349122e-15
14,dlog_VIX,dlog_SOLVPN,-2.2389142397807954e-14
14,dlog_VIX,dlog_COPPER,7.315240549599869e-14
14,dlog_VIX,dlog_DXY,6.187113898337207e-13
14,dlog_VIX,d_UST10Y,-5.153934936909489e-14
14,dlog_VIX,dlog_VIX,-8.614222824026074e-16
15,dlog_SOLVPN,dlog_SOLVPN,-1.632317112016559e-16
15,dlog_SOLVPN,dlog_COPPER,5.721273870810809e-16
15,dlog_SOLVPN,dlog_DXY,4.845623919165477e-15
15,dlog_SOLVPN,d_UST10Y,-4.0548854018810203e-16
15,dlog_SOLVPN,dlog_VIX,-7.943347569094762e-18
15,dlog_COPPER,dlog_SOLVPN,1.5282933933205404e-15
15,dlog_COPPER,dlog_COPPER,-4.904402518205917e-15
15,dlog_COPPER,dlog_DXY,-4.146557774954439e-14
15,dlog_COPPER,d_UST10Y,3.4498903194664374e-15
15,dlog_COPPER,dlog_VIX,5.494739610407081e-17
15,dlog_DXY,dlog_SOLVPN,1.278231410759376e-16
15,dlog_DXY,dlog_COPPER,-4.211710776611623e-16
15,dlog_DXY,dlog_DXY,-3.562749441356437e-15
15,dlog_DXY,d_UST10Y,2.969465685127777e-16
15,dlog_DXY,dlog_VIX,5.066815505930026e-18
15,d_UST10Y,dlog_SOLVPN,-4.391556785836337e-15
15,d_UST10Y,dlog_COPPER,1.4004118869441346e-14
15,d_UST10Y,dlog_DXY,1.1838543606955234e-13
15,d_UST10Y,d_UST10Y,-9.845214244343767e-15
15,d_UST10Y,dlog_VIX,-1.5404134272284412e-16
15,dlog_VIX,dlog_SOLVPN,2.7895761448273035e-15
15,dlog_VIX,dlog_COPPER,-8.888642198781936e-15
15,dlog_VIX,dlog_DXY,-7.513969542727497e-14
15,dlog_VIX,d_UST10Y,6.2484587535977406e-15
15,dlog_VIX,dlog_VIX,9.756895952325206e-17
16,dlog_SOLVPN,dlog_SOLVPN,2.2789157635237713e-17
16,dlog_SOLVPN,dlog_COPPER,-6.972064080617593e-17
16,dlog_SOLVPN,dlog_DXY,-5.888747669475601e-16
16,dlog_SOLVPN,d_UST10Y,4.882838558935182e-17
16,dlog_SOLVPN,dlog_VIX,6.723758810030863e-19
16,dlog_COPPER,dlog_SOLVPN,-1.8479838587464727e-16
16,dlog_COPPER,dlog_COPPER,5.954635042211815e-16
16,dlog_COPPER,dlog_DXY,5.034906160636749e-15
16,dlog_COPPER,d_UST10Y,-4.1901586948363754e-16
16,dlog_COPPER,dlog_VIX,-6.748580474883187e-18
16,dlog_DXY,dlog_SOLVPN,-1.6149101495270124e-17
16,dlog_DXY,dlog_COPPER,5.119380644804472e-17
16,dlog_DXY,dlog_DXY,4.3271663346811286e-16
16,dlog_DXY,d_UST10Y,-3.597083992975729e-17
16,dlog_DXY,dlog_VIX,-5.532886551212692e-19
16,d_UST10Y,dlog_SOLVPN,5.254138176681941e-16
16,d_UST10Y,dlog_COPPER,-1.6998203764663571e-15
16,d_UST10Y,dlog_DXY,-1.437389640108962e-14
16,d_UST10Y,d_UST10Y,1.1965543739384349e-15
16,d_UST10Y,dlog_VIX,1.9478246685913415e-17
16,dlog_VIX,dlog_SOLVPN,-3.333066483092155e-16
16,dlog_VIX,dlog_COPPER,1.078864943731887e-15
16,dlog_VIX,dlog_DXY,9.123092113614761e-15
16,dlog_VIX,d_UST10Y,-7.594773346918711e-16
16,dlog_VIX,dlog_VIX,-1.2379995051268546e-17
17,dlog_SOLVPN,dlog_SOLVPN,-2.5401412181761997e-18
17,dlog_SOLVPN,dlog_COPPER,8.446936817722115e-18
17,dlog_SOLVPN,dlog_DXY,7.146812205884689e-17
17,dlog_SOLVPN,d_UST10Y,-5.960368736584974e-18
17,dlog_SOLVPN,dlog_VIX,-1.0403008719685125e-19
17,dlog_COPPER,dlog_SOLVPN,2.249895301860868e-17
17,dlog_COPPER,dlog_COPPER,-7.231037770328685e-17
17,dlog_COPPER,dlog_DXY,-6.113825445263871e-16
17,dlog_COPPER,d_UST10Y,5.0871543200063154e-17
17,dlog_COPPER,dlog_VIX,8.135420908340443e-19
17,dlog_DXY,dlog_SOLVPN,1.9129153260638046e-18
17,dlog_DXY,dlog_COPPER,-6.212258839558168e-18
17,dlog_DXY,dlog_DXY,-5.253563302115906e-17
17,dlog_DXY,d_UST10Y,4.374453829510977e-18
17,dlog_DXY,dlog_VIX,7.192168580475799e-20
17,d_UST10Y,dlog_SOLVPN,-6.43989155568426e-17
17,d_UST10Y,dlog_COPPER,2.0645429063054295e-16
17,d_UST10Y,dlog_DXY,1.745475639211448e-15
17,d_UST10Y,d_UST10Y,-1.452112644449802e-16
17,d_UST10Y,dlog_VIX,-2.3061143726345406e-18
17,dlog_VIX,dlog_SOLVPN,4.088732308343608e-17
17,dlog_VIX,dlog_COPPER,-1.31037919590704e-16
17,dlog_VIX,dlog_DXY,-1.107856737940883e-15
17,dlog_VIX,d_UST10Y,9.216381701958673e-17
17,dlog_VIX,dlog_VIX,1.4623329193620308e-18
18,dlog_SOLVPN,dlog_SOLVPN,3.2580933947790754e-19
18,dlog_SOLVPN,dlog_COPPER,-1.0271430322463045e-18
18,dlog_SOLVPN,dlog_DXY,-8.680989398302428e-18
