Date,dlog_SOLVPN,dlog_COPPER,dlog_DXY,d_UST10Y,dlog_VIX,Factor1,Factor2
2020-11-17,-0.004618422,-0.00684508,-0.00250773,-0.049,0.011514742,0.046050371173496606,-1.047185246386073
2020-11-18,-0.001364863,0.000156091,-0.000942022,0.008,0.048559486,-0.2999606954301997,-0.388667733600059
2020-11-19,0.001023822,0.001559576,-0.000292532,-0.028,-0.031099418,0.4181190414416572,-0.15821142969814195
2020-11-20,-0.007209687,0.027361067,0.001202086,-0.018,0.025209624,0.10850578605271452,-0.17030906938741497
2020-11-23,-0.00499941,-0.009904843,0.001070913,0.035,-0.044873793,-0.4840555578295957,0.6133795721193095
2020-11-24,-0.009271492,0.012932854,-0.002966751,0.026,-0.046057802,0.34635087814032584,0.30519058543718175
2020-11-25,0.00714518,0.003169575,-0.002758083,-0.003,-0.018186559,0.8040762339950891,-0.08015218801463128
2020-11-26,0.000576541,0.008941222,0.0,-0.023,0.0,0.3303317902241298,-0.2269967437068683
2020-11-27,0.010663516,0.018995216,-0.001795753,-0.017,-0.019482678,1.306118381383863,0.0409288896847706
2020-11-30,-0.007044151,0.006281519,0.000620716,0.0,-0.013040513,-0.1732787219312938,0.06335919435089692
2020-12-01,0.014162575,0.013452145,-0.006125978,0.087,0.009675934,1.138259204435787,0.6655287300960633
2020-12-02,-0.013317156,0.001292268,-0.001995483,0.009,0.019075447,-0.5274923925714449,-0.4151443657086004
2020-12-03,0.00252157,0.000573806,-0.004366651,-0.027,0.005182579,0.6793316676790746,-0.7510275185344426
2020-12-04,0.01359187,0.009846672,-0.000264591,0.062,-0.023295563,0.7104146446664324,1.085166374977739
2020-12-07,-0.005972134,-0.00199005,0.00104693,-0.045,0.024234971,-0.37904814854297203,-0.743477231603532
2020-12-08,-0.002429934,-0.004992522,0.001969663,-0.007,-0.029540023,-0.24428609343157764,0.1746774071516477
2020-12-09,-0.019528318,0.003996009,0.001263382,0.017,0.074073432,-1.4636872321782683,-0.4663333505229098
2020-12-10,0.002003797,0.017507153,-0.002891653,-0.032,0.011163322,0.883908028292995,-0.5719903445545991
2020-12-11,-0.000505844,-0.013101547,0.001650256,-0.01,0.03447865,-0.6846181038258748,-0.3789450934240521
2020-12-14,-0.000611569,-0.000567376,-0.002630697,0.002,0.05873018,-0.13385343887238463,-0.6770203577140049
2020-12-15,0.002496643,0.005094831,-0.003555265,0.013,-0.076912499,1.0030732465469798,0.39717154632150553
2020-12-16,0.00238547,0.004366512,-0.000553195,0.009,-0.017184825,0.3171536870106002,0.19910573787085897
2020-12-17,0.022480087,0.011875794,-0.006862881,0.015,-0.025659747,2.10598095661529,0.09552291866469576
2020-12-18,-0.004639282,0.008298803,0.002359568,0.01,-0.016552102,-0.23022405176777802,0.41046076839021733
2020-12-21,-0.004215579,-0.015127622,-4.45e-05,-0.007,0.153951971,-1.4489429277793524,-1.3872496733241397
2020-12-22,0.006584199,-0.015928168,0.006615166,-0.017,-0.037663897,-0.5001451278504688,0.5494715983744004
2020-12-23,-0.004825548,0.010178205,-0.002277679,0.024,-0.038709082,0.37326886649532987,0.32642402795199554
2020-12-24,0.002601265,0.001826741,-0.000996733,-0.019,-0.079435142,0.819811377178516,0.24081160021877848
2020-12-28,0.00688333,0.002383791,0.00027697,-0.003,0.007864949,0.28994645899407284,0.0014278370562794429
2020-12-29,-0.00157795,-0.004632563,-0.003962423,0.017,0.061654181,-0.21766411113801476,-0.690446298323846
2020-12-30,0.006368244,-0.00126716,-0.002996098,-0.014,-0.013522562,0.7134441368590023,-0.3129374532691988
2020-12-31,0.012907846,-0.008489015,0.002729153,-0.01,-0.000878735,0.12661225625271058,0.18029701214006597
2021-01-04,-0.020199423,0.010037548,-0.000545235,0.002,0.170159992,-1.6632493968380098,-1.4210576186080015
2021-01-05,0.005670145,0.023631903,-0.004864615,0.037,-0.062340962,1.5252020288134878,0.6702816696992789
2021-01-06,-0.019508943,0.003017835,0.001039623,0.084,-0.010712263,-1.2663683939956931,0.8745915779362857
2021-01-07,0.01219521,0.012387009,0.003223776,0.042,-0.113951137,0.9691586631083622,1.793603807322061
2021-01-08,0.009312102,-0.006106268,0.003080193,0.038,-0.036881029,-0.026171784910426595,0.9964524777659317
2021-01-11,-0.008387252,-0.030121095,0.004143821,0.025,0.110541874,-2.3321352600479606,-0.5287133494034632
2021-01-12,-0.001541894,0.011436666,-0.004188233,-0.015,-0.031641534,0.8976544048381633,-0.29550959530120696
2021-01-13,0.007777675,0.003184496,0.002993384,-0.037,-0.049197448,0.5582803457377662,0.2594040724049539
2021-01-14,0.005141557,0.013046947,-0.001318202,0.037,0.045762494,0.21987791360749956,0.13916965252824826
2021-01-15,0.009611231,-0.017202654,0.005956839,-0.042,0.045815956,-0.7066435676508787,-0.3499090194417325
2021-01-19,0.0165387,0.008707124,-0.003067927,0.005,-0.046246156,1.5238529663915346,0.3534010786502323
2021-01-20,0.008972203,0.002199314,-7.74e-05,-0.015,-0.074107972,0.9667486130376592,0.42061142661354195
2021-01-21,0.002418831,0.001646317,-0.003787464,0.032,-0.012121361,0.465122443332384,0.11952700990510118
2021-01-22,-7.83e-05,-0.005911889,0.000942669,-0.023,0.027297554,-0.3153294440170495,-0.47419693464739404
2021-01-25,0.008124899,0.000964785,0.001783094,-0.053,0.056777998,0.09060037882158038,-0.7831410486531809
2021-01-26,0.004066818,-0.002759003,-0.002492786,0.0,-0.007357748,0.4173314341540748,-0.19030103737468052
2021-01-27,-0.0176944,-0.017277844,0.005442853,-0.02,0.480214139,-4.599308523677525,-3.4961688538723656
2021-01-28,-0.003497799,0.006304749,-0.002352721,0.039,-0.208404547,1.2988750553586486,1.6485911299597251
2021-01-29,0.001351305,-0.006164211,0.001569096,0.019,0.091058127,-0.9038462008220048,-0.34962350793232655
2021-02-01,0.029945729,-0.003519395,0.004472752,0.008,-0.090065571,1.2774059743259951,1.432290739905244
2021-02-02,0.007794599,-0.005940612,0.002349532,0.016,-0.168136922,0.8792503653422771,1.560501843279146
2021-02-03,-0.010342419,0.011565714,-0.000449717,0.044,-0.109455133,0.2906867705345612,1.1523852323894157
2021-02-04,-0.006735976,-0.002949233,0.004072969,-0.003,-0.051040621,-0.5071641009387824,0.5200672846060082
2021-02-05,0.004066261,0.020050797,-0.005346435,0.033,-0.042220154,1.3180516084515663,0.38783575073051285
2021-02-08,0.003839071,0.010831668,-0.001242093,0.007,0.017573475,0.410322385499359,-0.04807544038620947
2021-02-09,0.002984277,0.014217286,-0.005403988,-0.016,0.018195044,1.004364790591676,-0.675125538505638
2021-02-10,0.001030948,0.014415626,-0.000730121,-0.036,0.016506565,0.5205323684355562,-0.5029046245884702
2021-02-11,-0.009837182,0.000132512,0.000553171,0.041,-0.034230909,-0.5021130741916162,0.5910668093257796
2021-02-12,-0.001967517,0.003703218,0.000630242,0.045,-0.062125748,0.0783871595399937,0.9733859533116692
2021-02-16,-0.011935947,0.012332877,0.000364695,0.101,0.07195959,-1.2075642582963317,0.6270645471806191
2021-02-17,0.002887779,-0.002872815,0.004915911,-0.029,0.001862198,-0.3571412917664108,0.05364682913426161
2021-02-18,0.001217001,0.02109155,-0.003844697,0.015,0.045017831,0.6122371115676928,-0.31845006454306213
2021-02-19,0.001439017,0.043103641,-0.002619321,0.043,-0.019758164,1.2673931666061375,0.7686656524217865
2021-02-22,-0.015815909,0.016903181,-0.004036332,0.029,0.061557893,-0.4008408437918534,-0.5482850685576904
2021-02-23,-0.009202489,0.009242099,0.001864947,-0.026,-0.014605071,-0.20400082260129923,-0.12044818422109753
2021-02-24,-0.003912844,0.027457095,3.33e-05,0.029,-0.079682178,0.7956699424893583,1.0434155458163399
2021-02-25,-0.007478866,-0.00887338,-0.000388231,0.158,0.302912269,-3.0792403656377045,-0.49995257333827353
2021-02-26,-0.006642192,-0.040934389,0.008253415,-0.123,-0.033078315,-1.3958404710186085,-0.9777540655587535
2021-03-01,-0.001106257,0.004996659,0.001693071,0.019,-0.179820215,0.8618394781597987,1.5992799165579121
2021-03-02,-0.019710426,0.02615626,-0.002705885,-0.028,0.031614856,-0.05525079948803389,-0.8574108072081049
2021-03-03,-0.029865517,-0.019130186,0.001672793,0.086,0.101327498,-3.0076710812737586,-0.1556382110485948
2021-03-04,-0.015658759,-0.040273899,0.007689565,0.073,0.068817878,-3.2570167621261623,0.4510172189618358
2021-03-05,0.011799134,0.024088575,0.00376837,0.02,-0.147174719,1.4711959354280293,1.9148811411053972
2021-03-08,-0.017462408,0.004284759,0.003732562,0.026,0.032318791,-1.4211384371547506,0.17821380284216362
2021-03-09,0.025942504,-0.020861091,-0.004015242,-0.075,-0.058198239,1.7999358592159775,-0.7299642156211577
2021-03-10,0.001751044,0.005969425,-0.001479934,-0.007,-0.063124623,0.7770701811991523,0.25186184767634945
2021-03-11,0.023701119,0.026067682,-0.004474866,0.014,-0.029235273,2.2646785110564247,0.46719465635774426
2021-03-12,0.006245085,0.000241575,0.002840042,0.09,-0.057292662,-0.11011087751797523,1.741834381339051
2021-03-15,0.010339554,0.000120766,0.001896148,-0.018,-0.032419342,0.5303775112391422,0.273823056576545
2021-03-16,0.008629616,-0.016805072,0.000304792,0.014,-0.01205439,-0.046865133172239795,0.18946330244963971
2021-03-17,-0.003894894,0.011598934,-0.00485504,0.025,-0.0287052,0.6620372356776151,0.06335744655474872
2021-03-18,-0.01078216,-0.002674123,0.004746197,0.06,0.1152954,-2.0502220273872833,0.11960877720591069
2021-03-19,0.001474368,0.001216397,0.000598493,0.024,-0.029628313,0.08191923761962148,0.5232221237651291
2021-03-22,0.011889223,0.006422318,-0.002003638,-0.035,-0.104035486,1.6793916937528903,0.2970707667661025
2021-03-23,0.003622991,-0.014600576,0.006583832,-0.073,0.072517725,-0.9987433332725523,-0.8963280216620526
2021-03-24,-0.01840156,-0.003806722,0.001979695,-0.008,0.043380296,-1.3726773379317174,-0.5390367836877883
2021-03-25,0.000482138,-0.02138853,0.003193857,0.019,-0.067814321,-0.5234306243524253,0.7426197321835492
2021-03-26,0.028361445,0.022372298,-0.000549566,0.041,-0.049143584,1.9579748570151707,1.3003153533908394
2021-03-29,0.002409592,-0.0082691,0.001949056,0.043,0.095020926,-1.0828497478524783,-0.06701652478378002
2021-03-30,-0.010135425,-0.013098173,0.0039189,-0.007,-0.056024563,-0.8350288257459386,0.35698204204059364
2021-03-31,0.005660118,0.004510155,-0.00091125,0.034,-0.010766574,0.35155615944799423,0.45996497897021854
2021-04-01,0.017183489,-0.001501126,-0.003104475,-0.071,-0.112833962,2.07194062571942,-0.16447063615455434
2021-04-05,0.01091829,0.035781773,-0.003794294,0.034,0.032920112,1.3756554365631009,0.2531013395367135
2021-04-06,-0.000689846,-0.005207399,-0.002671095,-0.049,0.011657085,0.27905432667373425,-0.9961713167362056
2021-04-07,-0.006885615,-0.014800588,0.001341846,0.021,-0.054435207,-0.5910647619725605,0.47042804613137956
2021-04-08,-0.002145577,0.010176021,-0.0043676,-0.053,-0.01231326,0.9218594264923214,-0.9093149313379957
2021-04-09,0.000294187,-0.013385108,0.000987901,0.036,-0.015458096,-0.4992568277319045,0.45291103938946037
2021-04-12,0.004295064,-0.005454334,-0.000173626,0.007,0.013095425,-0.04166149448351226,-0.06311204615833714
2021-04-13,0.007818618,0.00347438,-0.003261085,-0.049,-0.015494946,1.095237483865089,-0.6708165146199061
2021-04-14,-0.008512014,0.023262557,-0.00185268,0.014,0.020214719,0.16246759317088458,-0.08911725034417683
2021-04-15,0.020088202,0.021905239,-0.000611047,-0.06,-0.025031104,1.9078080657767864,-0.16757954787847065
2021-04-16,-0.001207209,-0.012150239,-0.000808028,0.016,-0.019500923,-0.22637191727090397,0.07711369642401623
2021-04-19,0.004171137,0.016875029,-0.005410925,0.02,0.062035391,0.6895748988183114,-0.5169246168907338
2021-04-20,0.008546045,-0.005672433,0.0019421,-0.044,0.077325133,-0.2296662491693599,-0.8599032388113403
2021-04-21,0.001570067,0.015405726,-0.001074821,-0.007,-0.065252552,0.9606326549174407,0.38601171906867826
2021-04-22,-0.006808811,-0.001518248,0.002104687,-0.017,0.066857259,-0.9069245290086222,-0.6216620592904594
2021-04-23,0.010073458,0.014388737,-0.005292063,0.017,-0.076619037,1.7316879795710831,0.4705296998441295
2021-04-26,0.002887769,0.023455476,-0.000649712,0.009,0.017729947,0.5909888834664013,0.12925782312771258
2021-04-27,-0.001955623,0.009854503,0.001232991,0.057,-0.004545462,-0.24294717999530208,0.8265491710125789
2021-04-28,-0.005189621,0.002448527,-0.003295041,-0.014,-0.016073825,0.32617527525422735,-0.44077019061459577
2021-04-29,-0.001941224,-0.002559966,0.0,0.03,0.018917159,-0.41670524054452457,0.12565215887128448
2021-04-30,0.00872008,-0.004132007,0.007445199,-0.015,0.055232148,-0.782037122438416,0.14140355132761523
2021-05-03,-0.015167298,0.013449878,-0.00376516,-0.027,-0.016251712,0.2473415951564951,-0.6656585909590182
2021-05-04,-0.011697274,-0.001546962,0.003819941,-0.008,0.06194094,-1.3261929773017485,-0.3933773454255092
2021-05-05,-0.007703041,0.000552761,0.000197187,-0.02,-0.017085583,-0.1745975597162551,-0.24150644232558463
2021-05-06,-0.007135671,0.017203076,-0.003918152,-0.001,-0.040495677,0.7393131550869829,-0.06772620538132479
2021-05-07,0.013447838,0.031229145,-0.007949167,0.009,-0.096997301,2.727978194009964,0.476578772749222
2021-05-10,-0.006263534,-0.006867796,-0.000343679,0.025,0.163776377,-1.5232496348289069,-1.059213131065779
2021-05-11,-0.007429244,0.009706765,-0.000676616,0.018,0.105157036,-0.7641306256537499,-0.6316352633565894
2021-05-12,-0.01816443,-0.00547485,0.00621649,0.071,0.233710237,-3.371275305295981,-0.559591077342938
2021-05-13,0.002411873,-0.009653711,0.00054018,-0.034,-0.176322912,1.0267617328050473,0.7647586172206166
2021-05-14,0.015870136,-0.007704693,-0.004606394,-0.024,-0.206741833,2.3720084323479065,0.8257366832114652
2021-05-17,-0.002049814,0.012171835,-0.001950571,0.017,0.047244706,0.027091058315917287,-0.26463882383513443
2021-05-18,0.008086521,0.002967047,-0.004536466,-0.012,0.078949897,0.4924113025881126,-1.0045123692118063
2021-05-19,-0.001461875,-0.032038862,0.005079905,0.036,0.038607736,-1.784758258474285,0.25418390514237843
2021-05-20,0.008816704,-0.001859041,-0.004400349,-0.048,-0.070507608,1.463077066756292,-0.41680009523119194
2021-05-21,-0.002361619,-0.019229237,0.00233593,-0.005,-0.025479085,-0.6503686062566865,0.07470652339912977
2021-05-24,0.00660623,0.009881832,-0.001857176,-0.02,-0.090853624,1.356974316906604,0.3566262200069076
2021-05-25,0.005988904,-0.004207269,-0.002340277,-0.043,0.023631605,0.46888930647817445,-0.8817927731543046
2021-05-26,0.00390605,0.005090759,0.004475177,0.021,-0.08181356,0.19267083394525608,1.2626434163161993
2021-05-27,-0.001096737,0.029690615,-0.000788937,0.025,-0.036367644,0.8229480480792847,0.6814230338521537
2021-05-28,0.005471697,0.003209589,0.000377879,-0.025,0.00119403,0.37783673312487936,-0.21224821736897248
2021-06-01,0.007487981,-0.005247669,-0.001935355,0.025,0.065805618,-0.10332720074294542,-0.3298858601620311
2021-06-02,0.014540644,-0.013295337,0.000912531,-0.017,-0.023743343,0.45302512962571745,0.07128015524130214
2021-06-03,0.002392213,-0.028363652,0.006651835,0.036,0.031534144,-1.6508400274935324,0.5279407208695438
2021-06-04,0.007353958,0.014447906,-0.004074543,-0.068,-0.094091411,1.9818904581381622,-0.33051765281978673
2021-06-07,0.017271114,-0.000441452,-0.002076867,0.012,0.0,0.923701835557753,0.13177600124320787
2021-06-08,0.004705594,0.006491743,0.001444268,-0.031,0.038822433,0.10776596926268923,-0.42693865257221003
2021-06-09,0.000925889,-0.005388477,0.000499453,-0.046,0.046919361,-0.21990614107983444,-0.9006424678400764
2021-06-10,0.011897034,-0.010084864,-0.00047725,-0.055,-0.105422626,1.2276562653947287,0.05961466856736664
2021-06-11,-0.007235689,0.011627394,0.005226223,0.017,-0.028348355,-0.5401373830651126,0.8265995436303271
2021-06-14,0.007342229,-0.002314688,-0.000828615,0.043,0.046200476,-0.12662378074350997,0.13999206774340547
2021-06-15,-0.00783423,-0.04364452,0.00029838,-0.008,0.03771773,-1.619617421737255,-0.8725172117185381
2021-06-16,-0.010370243,0.011689338,0.007770663,0.092,0.064281438,-1.8623469980425185,1.2529404294188038
2021-06-17,0.003213405,-0.048078329,0.007264576,-0.07,-0.022285045,-1.3252765446319288,-0.4550396060181527
2021-06-18,-0.004570466,-0.005033568,0.003650551,-0.068,0.153748184,-1.3383571809619257,-1.6822877771023574
2021-06-21,0.001194311,0.005511636,-0.003563478,0.054,-0.145891803,1.1771580469426592,1.3391079488548006
2021-06-22,-0.001429722,0.009513688,-0.001415875,-0.03,-0.071231261,0.8664051490690847,0.03440992894924671
2021-06-23,-0.005092997,0.02385799,0.0003705,0.018,-0.020619287,0.3178402939710471,0.48910399438623
2021-06-24,-0.004140679,-0.004517295,0.000108944,0.014,-0.021679387,-0.2553199490951627,0.18141650545381646
2021-06-25,0.007956056,-0.00383833,0.000533656,0.025,-0.022159818,0.21312699564465767,0.5171965724193345
2021-06-28,0.008639616,-0.002450267,0.000348356,-0.042,0.00892294,0.4238929150419514,-0.47685641482306995
2021-06-29,0.000673942,-0.003628069,0.001794288,-0.007,0.016362857,-0.3285401548900655,-0.10446873492504877
2021-06-30,-0.00398735,0.005728665,0.00422829,-0.007,-0.011931068,-0.41104472157347316,0.3322081152531785
2021-07-01,-0.006233312,-0.012434178,0.001761925,-0.009,-0.022358006,-0.603177370583989,-0.034514622198457474
2021-07-02,0.0052227,0.009398565,-0.001956683,-0.028,-0.026842856,0.9467964548903375,-0.21024676628749348
2021-07-06,0.012408254,-0.005863744,0.00140574,-0.079,0.087011377,0.10401464520962965,-1.3354719211845942
2021-07-07,0.000463553,0.016679689,0.001101583,-0.029,-0.014706147,0.5054440189644107,-0.02842430006944926
2021-07-08,-0.003956016,-0.013508998,-0.002583073,-0.029,0.159427737,-1.0551081740747235,-1.8919848009585365
2021-07-09,0.004829051,0.018815886,-0.003143259,0.067,-0.160663068,1.6378995628920605,1.7994459580904119
2021-07-12,0.006797797,-0.006811779,0.001518669,0.007,-0.000618238,-0.06068235542242546,0.20379913555851792
2021-07-13,-0.005365177,-0.002087441,0.00543741,0.05,0.057089697,-1.4696287320544923,0.5427569497982426
2021-07-14,0.00315165,-0.00921343,-0.003823642,-0.069,-0.047243464,0.929895142759153,-0.9129194269284662
2021-07-15,-0.002982718,0.01292143,0.002442769,-0.048,0.040797499,-0.12800915838465846,-0.5932271334453331
2021-07-16,-0.001592647,0.0,0.000604367,-0.001,0.081262964,-0.6349551162677358,-0.5855849658510589
2021-07-19,-0.004837956,-0.028508001,0.00229542,-0.101,0.198450939,-1.8721087211594636,-2.714937322424186
2021-07-20,0.004935901,0.014531533,0.000850015,0.023,-0.131374989,1.1411979463547886,1.4024281925393653
2021-07-21,-0.005732568,0.002108964,-0.002368929,0.07,-0.096781104,0.285025784704876,1.1724817346430343
2021-07-22,-0.006955206,0.015216044,0.000765132,-0.015,-0.012359708,0.09214592490639467,-0.021870982645469078
2021-07-23,0.003501622,0.014306396,0.001055136,0.004,-0.028090124,0.5176177619135142,0.46472394151884305
2021-07-26,-0.002735438,0.041185565,-0.002985254,0.014,0.021852508,0.9588057610659058,0.03676773158269738
2021-07-27,0.000225236,-0.008872395,-0.002323233,-0.056,0.09644719,-0.28000407753473566,-1.6531782885202675
2021-07-28,0.002698887,-0.013848335,-0.001288207,-0.001,-0.055761723,0.2593201901443277,0.12130163504647226
2021-07-29,-0.010013402,0.005673301,-0.004842887,0.028,-0.033882719,0.26135262480768745,0.0009240305628104987
2021-07-30,0.011387034,-0.009361486,0.003444551,-0.04,0.030052345,-0.08512637003754875,-0.3482916835342639
2021-08-02,0.005832589,-0.010694085,-0.001335121,-0.047,0.064744092,-0.027803157497433215,-1.1831263271153296
2021-08-03,0.003312618,-0.009666306,0.000249792,-0.005,-0.075769562,0.3587816302753881,0.39630499834521526
2021-08-04,0.007404686,-0.012418235,0.00201777,0.006,-0.003887814,-0.19503399619353884,0.21652696760411097
2021-08-05,-0.002721667,0.002888339,-0.000238449,0.045,-0.039153937,-0.019216896219786637,0.7197325772501769
2021-08-06,0.005277523,0.001153004,0.005922677,0.08,-0.067629714,-0.35585427841101036,1.9677338087567382
2021-08-09,-0.003597697,-0.013223717,0.001485964,0.02,0.034685558,-0.9513099983518216,-0.08564628755325236
2021-08-10,-0.01352724,0.014835692,0.001258112,0.029,0.004177863,-0.5724943900387728,0.3333639327239656
2021-08-11,0.003575231,0.003216176,-0.001473332,-0.019,-0.044451763,0.7379217504289525,-0.017826716717838892
2021-08-12,0.003749175,-0.002296212,0.001290628,0.026,-0.029702025,0.01831368754156744,0.6072934912403496
2021-08-13,0.002450285,0.007443493,-0.005669646,-0.078,-0.00902068,1.3028785678389236,-1.3056343642490198
2021-08-16,0.000310296,-0.014363936,0.001155938,-0.015,0.042451734,-0.6486682616870906,-0.5374822212959686
2021-08-17,-0.002307359,-0.027813798,0.005663115,-0.001,0.105298479,-2.013411280597885,-0.5598303022090776
2021-08-18,-0.009094745,-0.020316862,-1.07e-05,-0.007,0.185944244,-1.9877387271446172,-1.7163240288679382
2021-08-19,0.008952579,-0.018756296,0.004755487,-0.017,0.004625355,-0.5132391874936997,0.09665559751212315
2021-08-20,0.00462775,0.020818778,-0.000855176,0.012,-0.154920088,1.65242479627681,1.3362512467154677
2021-08-23,0.005372112,0.022884842,-0.005759378,-0.002,-0.079010554,1.8733654752895785,0.23773684475026657
2021-08-24,-0.005557873,0.009197093,-0.000753207,0.044,0.004073325,-0.1979939183623198,0.3834666287029281
2021-08-25,-0.003225352,0.002344667,-0.000743002,0.052,-0.025288028,-0.11646503618770658,0.6492621383966847
2021-08-26,0.001348116,-0.004224367,0.002646443,0.005,0.115198798,-1.05380904455029,-0.5660668407666068
2021-08-27,-0.001365866,0.016675799,-0.004134106,-0.044,-0.139310876,1.8058478730688634,0.16245883581165485
2021-08-30,0.017097743,0.010926556,-0.000453206,-0.03,-0.012277625,1.2794498986373237,-0.029090109158090027
2021-08-31,0.007224202,-0.000228807,-0.000183499,0.027,0.017753757,0.09346960971838533,0.2240558465112229
2021-09-01,0.01832457,-0.022212852,-0.002009899,-0.008,-0.022707327,0.6804507915315027,-0.1232714892301495
2021-09-02,0.005969509,0.00594858,-0.002393369,-0.014,0.018450708,0.6086560012233723,-0.4193776061590798
2021-09-03,0.00746247,0.007299725,-0.002116564,0.041,0.0,0.531388530087562,0.4087179348220221
2021-09-07,-0.006254255,-0.011962282,0.005212776,0.051,0.10022854,-1.9823581227410951,0.1354402756186399
2021-09-08,-0.001453415,-0.011043345,0.001468968,-0.041,-0.009972382,-0.24718997082032435,-0.44533013612836797
2021-09-09,-0.018735851,0.012094318,-0.001836548,-0.039,0.045709807,-0.4698639284453189,-1.1202474429689528
2021-09-10,-0.009505577,0.038016944,0.00118874,0.046,0.108281777,-0.5410778152862552,0.07112766995864853
2021-09-13,-0.001410143,-0.019285907,0.000669395,-0.017,-0.078413169,-0.054866619931738754,0.16214151914141428
2021-09-14,-0.000261356,-0.010594295,-0.000410221,-0.042,0.004635599,-0.0631041125029533,-0.7064009788776869
2021-09-15,0.000844804,0.019489325,-0.000864174,0.02,-0.068038988,0.8917590931863837,0.767751496438816
2021-09-16,0.001626632,-0.028560209,0.004152001,0.032,0.027666533,-1.3785482942786067,0.2719562244846425
2021-09-17,0.000660336,-0.008328982,0.002762032,0.027,0.107445019,-1.2506887852672128,-0.29087000263354373
2021-09-20,-0.014488062,-0.03134978,0.000858222,-0.051,0.211446381,-2.5326605295643843,-2.5008127296888354
2021-09-21,0.001884102,0.003034167,-0.000600678,0.016,-0.053937578,0.45611211162432697,0.5117191884375022
2021-09-22,0.012404168,0.030081046,0.002785816,-0.024,-0.154629722,1.99675025685575,1.4253530783752242
2021-09-23,-0.011410722,-0.004951089,-0.004611515,0.131,-0.113539536,-0.0814712023211721,1.6626666825758463
2021-09-24,-0.014453434,0.012565487,0.00327315,0.018,-0.048387669,-0.5180162262081695,0.7149721032561195
2021-09-27,-0.019608118,0.001515947,0.000492727,0.038,0.055341428,-1.4285639340569187,-0.1837530185067851
2021-09-28,-0.013160011,-0.009953827,0.004263715,0.055,0.214578188,-2.850298013513328,-0.7645418676993476
2021-09-29,-0.000967738,-0.011719578,0.006091454,-0.022,-0.030126705,-0.7076177962045402,0.3306146885797037
2021-09-30,-0.007469179,-0.02654596,-0.001198348,-0.032,0.025384295,-0.8517891735800919,-1.0427082224556814
2021-10-01,-0.000483204,0.024042233,-0.002050063,-0.027,-0.089922816,1.418592259768629,0.2858995364561354
2021-10-04,-0.006396531,0.011866758,-0.002843044,0.016,0.082113666,-0.28509701238917456,-0.6569516722123326
